personSsn,accountNumber,isPrimary
876-32-4348,ACCT00034528,true
663-38-8143,ACCT00034529,true
585-30-7651,ACCT00034530,true
702-24-5584,ACCT00034531,true
931-57-9244,ACCT00034532,true
945-86-1637,ACCT00034533,true
351-69-5422,ACCT00034534,true
188-95-3186,ACCT00034535,true
870-96-3624,ACCT00034536,true
990-24-2693,ACCT00034537,true
712-84-5653,ACCT00034538,true
356-66-9057,ACCT00034539,true
144-60-5399,ACCT00034540,true
140-38-5198,ACCT00034541,true
320-19-1778,ACCT00034542,true
463-37-1551,ACCT00034543,true
441-43-4818,ACCT00034544,true
364-27-5520,ACCT00034545,true
662-92-6332,ACCT00034546,true
255-54-3909,ACCT00034547,true
670-92-5064,ACCT00034548,true
815-72-1898,ACCT00034549,true
920-16-9822,ACCT00034550,true
295-89-4418,ACCT00034551,true
377-29-1605,ACCT00034552,true
648-64-8256,ACCT00034553,true
447-44-4437,ACCT00034554,true
222-43-6815,ACCT00034555,true
408-46-6910,ACCT00034556,true
513-62-9839,ACCT00034557,true
502-88-2848,ACCT00034558,true
417-26-5234,ACCT00034559,true
250-84-7110,ACCT00034560,true
870-91-7809,ACCT00034561,true
448-82-3204,ACCT00034562,true
763-63-5568,ACCT00034563,true
231-13-2341,ACCT00034564,true
152-16-8779,ACCT00034565,true
377-18-1252,ACCT00034566,true
103-96-8859,ACCT00034567,true
121-75-1264,ACCT00034568,true
468-48-3856,ACCT00034569,true
631-72-9354,ACCT00034570,true
175-24-8693,ACCT00034571,true
941-70-1346,ACCT00034572,true
156-84-3137,ACCT00034573,true
947-91-3090,ACCT00034574,true
881-73-9502,ACCT00034575,true
810-85-7985,ACCT00034576,true
624-83-8640,ACCT00034577,true
562-33-8527,ACCT00034578,true
179-32-3840,ACCT00034579,true
788-86-1081,ACCT00034580,true
352-48-9628,ACCT00034581,true
651-49-9744,ACCT00034582,true
877-27-5502,ACCT00034583,true
423-24-3751,ACCT00034584,true
734-35-4209,ACCT00034585,true
800-64-7364,ACCT00034586,true
886-83-7878,ACCT00034587,true
664-35-7165,ACCT00034588,true
660-35-2473,ACCT00034589,true
421-71-4930,ACCT00034590,true
601-60-6014,ACCT00034591,true
136-94-5185,ACCT00034592,true
621-93-9335,ACCT00034593,true
194-34-2817,ACCT00034594,true
468-59-6819,ACCT00034595,true
582-56-1374,ACCT00034596,true
425-15-4607,ACCT00034597,true
413-16-3067,ACCT00034598,true
967-55-6004,ACCT00034599,true
861-28-8449,ACCT00034600,true
136-47-7246,ACCT00034601,true
436-56-7916,ACCT00034602,true
846-80-9385,ACCT00034603,true
767-47-7157,ACCT00034604,true
501-97-8523,ACCT00034605,true
950-68-8933,ACCT00034606,true
519-11-3477,ACCT00034607,true
876-17-7959,ACCT00034608,true
590-52-3400,ACCT00034609,true
478-12-2819,ACCT00034610,true
960-84-3296,ACCT00034611,true
473-53-7237,ACCT00034612,true
494-81-1352,ACCT00034613,true
716-12-5627,ACCT00034614,true
884-88-9443,ACCT00034615,true
556-94-7435,ACCT00034616,true
751-85-4478,ACCT00034617,true
288-53-2829,ACCT00034618,true
180-64-7562,ACCT00034619,true
854-45-6652,ACCT00034620,true
772-84-7118,ACCT00034621,true
193-51-3625,ACCT00034622,true
426-66-6406,ACCT00034623,true
575-90-5242,ACCT00034624,true
776-29-3490,ACCT00034625,true
852-35-9667,ACCT00034626,true
468-93-9871,ACCT00034627,true
572-91-3153,ACCT00034628,true
380-43-9545,ACCT00034629,true
258-71-6799,ACCT00034630,true
414-72-2832,ACCT00034631,true
844-37-6337,ACCT00034632,true
881-44-5036,ACCT00034633,true
219-94-9035,ACCT00034634,true
910-82-9967,ACCT00034635,true
939-62-9762,ACCT00034636,true
285-46-4033,ACCT00034637,true
397-87-2901,ACCT00034638,true
434-95-2825,ACCT00034639,true
717-47-4015,ACCT00034640,true
603-39-2969,ACCT00034641,true
339-42-8576,ACCT00034642,true
706-50-7547,ACCT00034643,true
254-59-6724,ACCT00034644,true
128-90-1858,ACCT00034645,true
776-75-4767,ACCT00034646,true
207-44-8542,ACCT00034647,true
704-75-6938,ACCT00034648,true
919-65-6702,ACCT00034649,true
746-10-2964,ACCT00034650,true
527-41-3600,ACCT00034651,true
534-11-2732,ACCT00034652,true
461-47-6125,ACCT00034653,true
413-25-3196,ACCT00034654,true
176-77-4982,ACCT00034655,true
887-97-3935,ACCT00034656,true
284-42-8182,ACCT00034657,true
473-24-6139,ACCT00034658,true
125-83-8371,ACCT00034659,true
115-63-9972,ACCT00034660,true
740-64-1946,ACCT00034661,true
949-42-5259,ACCT00034662,true
779-93-6424,ACCT00034663,true
897-87-5671,ACCT00034664,true
345-15-4964,ACCT00034665,true
540-75-9759,ACCT00034666,true
920-13-8334,ACCT00034667,true
577-62-5005,ACCT00034668,true
772-74-1562,ACCT00034669,true
615-94-6570,ACCT00034670,true
475-48-2680,ACCT00034671,true
477-19-8230,ACCT00034672,true
833-39-7827,ACCT00034673,true
800-27-1687,ACCT00034674,true
315-49-1617,ACCT00034675,true
881-50-4184,ACCT00034676,true
323-42-6523,ACCT00034677,true
986-20-1240,ACCT00034678,true
914-67-4310,ACCT00034679,true
762-95-6698,ACCT00034680,true
944-72-8470,ACCT00034681,true
582-47-8175,ACCT00034682,true
163-10-7115,ACCT00034683,true
833-79-7055,ACCT00034684,true
509-33-3572,ACCT00034685,true
563-78-2777,ACCT00034686,true
143-42-9593,ACCT00034687,true
662-39-6494,ACCT00034688,true
769-13-9835,ACCT00034689,true
410-69-4341,ACCT00034690,true
622-61-9864,ACCT00034691,true
613-81-8283,ACCT00034692,true
974-18-7286,ACCT00034693,true
446-50-3392,ACCT00034694,true
920-70-3234,ACCT00034695,true
518-33-6861,ACCT00034696,true
275-47-5290,ACCT00034697,true
563-22-8867,ACCT00034698,true
273-61-3722,ACCT00034699,true
982-99-4953,ACCT00034700,true
327-33-8505,ACCT00034701,true
400-51-7995,ACCT00034702,true
609-18-7144,ACCT00034703,true
288-97-9633,ACCT00034704,true
376-95-4472,ACCT00034705,true
747-54-8114,ACCT00034706,true
126-37-8416,ACCT00034707,true
235-63-3376,ACCT00034708,true
580-65-2327,ACCT00034709,true
415-68-8371,ACCT00034710,true
200-93-7283,ACCT00034711,true
127-75-1184,ACCT00034712,true
329-85-5816,ACCT00034713,true
334-14-4849,ACCT00034714,true
122-72-7139,ACCT00034715,true
498-90-8668,ACCT00034716,true
371-77-9145,ACCT00034717,true
213-45-2010,ACCT00034718,true
357-32-6767,ACCT00034719,true
625-54-3782,ACCT00034720,true
175-53-8771,ACCT00034721,true
613-11-9779,ACCT00034722,true
526-56-7851,ACCT00034723,true
716-77-4640,ACCT00034724,true
946-21-4687,ACCT00034725,true
973-85-1198,ACCT00034726,true
805-95-2981,ACCT00034727,true
810-93-7860,ACCT00034728,true
666-70-4580,ACCT00034729,true
492-34-4092,ACCT00034730,true
239-87-2268,ACCT00034731,true
252-18-7466,ACCT00034732,true
453-35-9722,ACCT00034733,true
673-97-2756,ACCT00034734,true
213-86-1919,ACCT00034735,true
847-25-6143,ACCT00034736,true
308-80-9355,ACCT00034737,true
703-14-2151,ACCT00034738,true
195-79-4565,ACCT00034739,true
230-21-9679,ACCT00034740,true
195-36-8822,ACCT00034741,true
547-18-8983,ACCT00034742,true
281-91-7514,ACCT00034743,true
156-29-3852,ACCT00034744,true
756-41-9092,ACCT00034745,true
866-61-4896,ACCT00034746,true
166-63-3911,ACCT00034747,true
386-85-7269,ACCT00034748,true
147-19-1012,ACCT00034749,true
651-11-6319,ACCT00034750,true
862-72-7431,ACCT00034751,true
142-48-6753,ACCT00034752,true
601-69-8058,ACCT00034753,true
859-50-5556,ACCT00034754,true
877-89-7548,ACCT00034755,true
523-15-8855,ACCT00034756,true
123-75-6452,ACCT00034757,true
796-26-4048,ACCT00034758,true
649-23-2146,ACCT00034759,true
388-35-8417,ACCT00034760,true
910-27-8224,ACCT00034761,true
381-60-6966,ACCT00034762,true
428-47-4375,ACCT00034763,true
644-87-9568,ACCT00034764,true
747-57-7902,ACCT00034765,true
876-50-6171,ACCT00034766,true
428-10-7138,ACCT00034767,true
614-67-5479,ACCT00034768,true
102-90-3015,ACCT00034769,true
493-83-4367,ACCT00034770,true
504-57-6219,ACCT00034771,true
101-48-5234,ACCT00034772,true
378-43-3362,ACCT00034773,true
407-79-2360,ACCT00034774,true
629-52-1906,ACCT00034775,true
801-73-9012,ACCT00034776,true
520-44-4886,ACCT00034777,true
566-80-7051,ACCT00034778,true
156-75-3497,ACCT00034779,true
961-91-1087,ACCT00034780,true
411-91-5720,ACCT00034781,true
287-52-4731,ACCT00034782,true
892-94-9471,ACCT00034783,true
424-35-5353,ACCT00034784,true
858-15-1483,ACCT00034785,true
842-44-9155,ACCT00034786,true
503-96-6222,ACCT00034787,true
172-32-4964,ACCT00034788,true
275-31-2444,ACCT00034789,true
820-51-9668,ACCT00034790,true
302-18-1138,ACCT00034791,true
713-14-5960,ACCT00034792,true
645-14-2208,ACCT00034793,true
371-14-3772,ACCT00034794,true
387-77-9695,ACCT00034795,true
173-67-4914,ACCT00034796,true
619-50-1590,ACCT00034797,true
470-38-1225,ACCT00034798,true
843-36-7314,ACCT00034799,true
626-65-3993,ACCT00034800,true
223-76-1851,ACCT00034801,true
615-32-8550,ACCT00034802,true
599-94-4264,ACCT00034803,true
993-59-5118,ACCT00034804,true
214-30-5737,ACCT00034805,true
178-11-6112,ACCT00034806,true
992-57-4728,ACCT00034807,true
199-14-9060,ACCT00034808,true
321-62-2110,ACCT00034809,true
282-21-6878,ACCT00034810,true
243-39-4898,ACCT00034811,true
276-59-3121,ACCT00034812,true
277-20-2864,ACCT00034813,true
542-14-5194,ACCT00034814,true
483-73-9815,ACCT00034815,true
319-42-4857,ACCT00034816,true
773-28-3951,ACCT00034817,true
588-38-3655,ACCT00034818,true
219-28-7511,ACCT00034819,true
422-46-7237,ACCT00034820,true
506-73-4968,ACCT00034821,true
367-26-5428,ACCT00034822,true
915-17-7469,ACCT00034823,true
986-74-6678,ACCT00034824,true
858-42-3496,ACCT00034825,true
371-29-3183,ACCT00034826,true
641-86-2818,ACCT00034827,true
932-67-2341,ACCT00034828,true
524-82-2208,ACCT00034829,true
569-86-1194,ACCT00034830,true
597-41-1697,ACCT00034831,true
714-14-5236,ACCT00034832,true
657-85-6841,ACCT00034833,true
309-49-2301,ACCT00034834,true
319-93-2268,ACCT00034835,true
121-11-6135,ACCT00034836,true
975-89-7214,ACCT00034837,true
537-28-5072,ACCT00034838,true
254-71-4082,ACCT00034839,true
945-21-6443,ACCT00034840,true
677-46-4421,ACCT00034841,true
963-47-9712,ACCT00034842,true
741-44-7389,ACCT00034843,true
807-12-7314,ACCT00034844,true
357-53-8238,ACCT00034845,true
210-20-7502,ACCT00034846,true
239-52-1415,ACCT00034847,true
293-96-5169,ACCT00034848,true
690-42-3471,ACCT00034849,true
474-60-5852,ACCT00034850,true
944-97-7058,ACCT00034851,true
404-45-7011,ACCT00034852,true
617-52-7637,ACCT00034853,true
570-47-6200,ACCT00034854,true
463-24-3815,ACCT00034855,true
161-43-4447,ACCT00034856,true
392-46-9227,ACCT00034857,true
692-35-8921,ACCT00034858,true
939-20-8746,ACCT00034859,true
924-45-5919,ACCT00034860,true
815-93-8236,ACCT00034861,true
640-85-1295,ACCT00034862,true
790-69-7642,ACCT00034863,true
812-39-7559,ACCT00034864,true
329-31-5387,ACCT00034865,true
657-28-2309,ACCT00034866,true
660-33-6009,ACCT00034867,true
904-64-2743,ACCT00034868,true
962-27-3696,ACCT00034869,true
228-94-7546,ACCT00034870,true
522-30-7198,ACCT00034871,true
902-19-3904,ACCT00034872,true
308-61-6518,ACCT00034873,true
772-93-1191,ACCT00034874,true
176-43-7356,ACCT00034875,true
908-30-2753,ACCT00034876,true
421-28-4193,ACCT00034877,true
663-84-3278,ACCT00034878,true
903-13-7092,ACCT00034879,true
143-43-2207,ACCT00034880,true
602-78-3777,ACCT00034881,true
154-45-7359,ACCT00034882,true
735-64-1186,ACCT00034883,true
219-65-6355,ACCT00034884,true
485-72-5595,ACCT00034885,true
461-90-2722,ACCT00034886,true
186-34-7017,ACCT00034887,true
367-12-8999,ACCT00034888,true
337-87-8867,ACCT00034889,true
992-38-2571,ACCT00034890,true
611-65-4035,ACCT00034891,true
162-38-4338,ACCT00034892,true
615-94-8880,ACCT00034893,true
764-69-7583,ACCT00034894,true
497-35-3610,ACCT00034895,true
790-73-1169,ACCT00034896,true
845-91-2906,ACCT00034897,true
756-93-2619,ACCT00034898,true
482-92-6700,ACCT00034899,true
216-32-1866,ACCT00034900,true
299-45-9635,ACCT00034901,true
880-80-7873,ACCT00034902,true
139-55-1046,ACCT00034903,true
791-62-5855,ACCT00034904,true
953-43-8181,ACCT00034905,true
769-75-5540,ACCT00034906,true
979-56-1585,ACCT00034907,true
582-66-5415,ACCT00034908,true
632-52-2521,ACCT00034909,true
290-60-2380,ACCT00034910,true
547-19-9166,ACCT00034911,true
769-90-5755,ACCT00034912,true
367-30-6705,ACCT00034913,true
194-24-9792,ACCT00034914,true
560-13-4368,ACCT00034915,true
182-97-2469,ACCT00034916,true
936-98-9625,ACCT00034917,true
107-76-9544,ACCT00034918,true
406-74-4778,ACCT00034919,true
558-82-6891,ACCT00034920,true
987-66-5597,ACCT00034921,true
400-98-3813,ACCT00034922,true
938-14-8964,ACCT00034923,true
117-58-5841,ACCT00034924,true
835-87-8509,ACCT00034925,true
142-46-9241,ACCT00034926,true
195-24-6574,ACCT00034927,true
652-67-5318,ACCT00034928,true
161-70-9994,ACCT00034929,true
345-62-5346,ACCT00034930,true
492-78-5177,ACCT00034931,true
843-41-8754,ACCT00034932,true
794-82-6237,ACCT00034933,true
567-68-1937,ACCT00034934,true
143-76-2427,ACCT00034935,true
909-77-9450,ACCT00034936,true
374-63-8903,ACCT00034937,true
162-81-2856,ACCT00034938,true
783-20-9319,ACCT00034939,true
771-84-2317,ACCT00034940,true
262-66-2215,ACCT00034941,true
848-67-8600,ACCT00034942,true
461-76-9101,ACCT00034943,true
300-64-3959,ACCT00034944,true
365-89-8906,ACCT00034945,true
736-19-4830,ACCT00034946,true
896-18-4496,ACCT00034947,true
866-90-7456,ACCT00034948,true
611-77-9989,ACCT00034949,true
929-79-7007,ACCT00034950,true
127-92-6831,ACCT00034951,true
230-60-2906,ACCT00034952,true
987-69-5717,ACCT00034953,true
833-95-7786,ACCT00034954,true
466-22-8381,ACCT00034955,true
932-16-8685,ACCT00034956,true
722-75-2179,ACCT00034957,true
693-35-6195,ACCT00034958,true
425-57-1666,ACCT00034959,true
240-34-3018,ACCT00034960,true
721-43-3506,ACCT00034961,true
901-95-2660,ACCT00034962,true
902-33-3083,ACCT00034963,true
450-46-9598,ACCT00034964,true
636-61-6141,ACCT00034965,true
693-73-9835,ACCT00034966,true
179-92-7749,ACCT00034967,true
581-30-3493,ACCT00034968,true
925-85-2752,ACCT00034969,true
533-83-7296,ACCT00034970,true
537-34-8734,ACCT00034971,true
155-89-7300,ACCT00034972,true
487-73-4596,ACCT00034973,true
759-98-7555,ACCT00034974,true
219-46-3568,ACCT00034975,true
746-74-4261,ACCT00034976,true
409-66-6154,ACCT00034977,true
793-23-7944,ACCT00034978,true
947-88-1934,ACCT00034979,true
916-24-6228,ACCT00034980,true
326-18-9321,ACCT00034981,true
874-33-3934,ACCT00034982,true
978-64-6216,ACCT00034983,true
350-18-3167,ACCT00034984,true
654-20-5782,ACCT00034985,true
972-84-6192,ACCT00034986,true
838-60-5269,ACCT00034987,true
525-84-8746,ACCT00034988,true
298-42-3145,ACCT00034989,true
370-97-8499,ACCT00034990,true
106-67-1918,ACCT00034991,true
388-18-2658,ACCT00034992,true
395-41-3884,ACCT00034993,true
623-89-8466,ACCT00034994,true
968-15-4124,ACCT00034995,true
379-49-4649,ACCT00034996,true
123-87-4136,ACCT00034997,true
997-86-4644,ACCT00034998,true
588-21-5943,ACCT00034999,true
852-27-9657,ACCT00035000,true
273-16-2621,ACCT00035001,true
783-99-5861,ACCT00035002,true
521-38-7398,ACCT00035003,true
921-90-6367,ACCT00035004,true
397-43-6951,ACCT00035005,true
532-50-1123,ACCT00035006,true
668-66-7638,ACCT00035007,true
742-82-2841,ACCT00035008,true
612-25-1380,ACCT00035009,true
767-58-4407,ACCT00035010,true
440-99-4510,ACCT00035011,true
223-21-2100,ACCT00035012,true
486-74-5399,ACCT00035013,true
219-20-1119,ACCT00035014,true
113-91-3544,ACCT00035015,true
756-91-2006,ACCT00035016,true
766-16-1547,ACCT00035017,true
110-99-5779,ACCT00035018,true
534-94-4794,ACCT00035019,true
377-91-6608,ACCT00035020,true
636-39-6077,ACCT00035021,true
439-44-5448,ACCT00035022,true
339-76-1917,ACCT00035023,true
778-79-2032,ACCT00035024,true
627-56-6068,ACCT00035025,true
933-46-2847,ACCT00035026,true
451-22-8066,ACCT00035027,true
274-21-4646,ACCT00035028,true
872-48-6038,ACCT00035029,true
810-58-8746,ACCT00035030,true
372-24-9171,ACCT00035031,true
589-14-6213,ACCT00035032,true
597-80-7335,ACCT00035033,true
910-36-6643,ACCT00035034,true
851-31-5470,ACCT00035035,true
875-30-7317,ACCT00035036,true
664-95-6212,ACCT00035037,true
738-32-4219,ACCT00035038,true
229-17-8834,ACCT00035039,true
250-80-5408,ACCT00035040,true
958-22-5029,ACCT00035041,true
666-99-9199,ACCT00035042,true
217-52-4935,ACCT00035043,true
342-71-3228,ACCT00035044,true
986-76-5779,ACCT00035045,true
739-29-2451,ACCT00035046,true
662-39-5539,ACCT00035047,true
435-75-7447,ACCT00035048,true
337-31-8993,ACCT00035049,true
576-23-9228,ACCT00035050,true
685-30-8385,ACCT00035051,true
249-79-1775,ACCT00035052,true
531-13-9560,ACCT00035053,true
434-43-2594,ACCT00035054,true
813-55-5490,ACCT00035055,true
493-77-8710,ACCT00035056,true
102-55-8185,ACCT00035057,true
908-49-9468,ACCT00035058,true
602-11-1753,ACCT00035059,true
461-91-1917,ACCT00035060,true
878-80-3179,ACCT00035061,true
132-97-5413,ACCT00035062,true
879-66-1662,ACCT00035063,true
465-69-2467,ACCT00035064,true
289-82-8424,ACCT00035065,true
713-89-1891,ACCT00035066,true
950-18-6915,ACCT00035067,true
823-25-6064,ACCT00035068,true
194-58-9771,ACCT00035069,true
395-97-8951,ACCT00035070,true
352-23-9743,ACCT00035071,true
914-28-2519,ACCT00035072,true
696-86-7974,ACCT00035073,true
983-94-5381,ACCT00035074,true
596-35-9852,ACCT00035075,true
918-59-4114,ACCT00035076,true
889-78-7527,ACCT00035077,true
961-62-6056,ACCT00035078,true
564-50-7692,ACCT00035079,true
639-19-4473,ACCT00035080,true
404-36-2031,ACCT00035081,true
795-81-6449,ACCT00035082,true
321-89-8703,ACCT00035083,true
287-83-8513,ACCT00035084,true
690-66-9854,ACCT00035085,true
604-59-5925,ACCT00035086,true
661-66-7595,ACCT00035087,true
350-97-7622,ACCT00035088,true
865-13-4165,ACCT00035089,true
642-60-6224,ACCT00035090,true
792-38-4868,ACCT00035091,true
186-15-3111,ACCT00035092,true
983-17-3757,ACCT00035093,true
973-17-4019,ACCT00035094,true
632-94-6669,ACCT00035095,true
673-82-6800,ACCT00035096,true
955-84-8250,ACCT00035097,true
941-70-9483,ACCT00035098,true
835-87-2963,ACCT00035099,true
534-37-4382,ACCT00035100,true
214-78-4722,ACCT00035101,true
415-95-9566,ACCT00035102,true
880-34-6472,ACCT00035103,true
872-47-3649,ACCT00035104,true
192-79-9490,ACCT00035105,true
477-16-3591,ACCT00035106,true
780-12-9235,ACCT00035107,true
661-76-6572,ACCT00035108,true
246-99-7215,ACCT00035109,true
714-48-1649,ACCT00035110,true
349-56-4174,ACCT00035111,true
321-90-9468,ACCT00035112,true
586-25-4563,ACCT00035113,true
408-97-1038,ACCT00035114,true
532-40-4510,ACCT00035115,true
814-96-5311,ACCT00035116,true
281-82-6174,ACCT00035117,true
928-49-6399,ACCT00035118,true
396-87-1232,ACCT00035119,true
713-77-9337,ACCT00035120,true
439-31-9552,ACCT00035121,true
189-50-8671,ACCT00035122,true
768-32-1832,ACCT00035123,true
499-33-5741,ACCT00035124,true
724-92-4174,ACCT00035125,true
499-73-6783,ACCT00035126,true
212-14-4356,ACCT00035127,true
194-65-8529,ACCT00035128,true
289-54-2485,ACCT00035129,true
770-54-1144,ACCT00035130,true
802-41-6173,ACCT00035131,true
242-52-6051,ACCT00035132,true
273-46-5450,ACCT00035133,true
518-23-5846,ACCT00035134,true
351-99-5665,ACCT00035135,true
681-76-6244,ACCT00035136,true
488-79-9094,ACCT00035137,true
207-11-6768,ACCT00035138,true
623-88-8310,ACCT00035139,true
983-31-2023,ACCT00035140,true
117-68-7873,ACCT00035141,true
291-22-3467,ACCT00035142,true
185-18-3613,ACCT00035143,true
309-82-7791,ACCT00035144,true
543-63-4609,ACCT00035145,true
727-70-4072,ACCT00035146,true
986-97-7056,ACCT00035147,true
595-62-5737,ACCT00035148,true
791-26-6961,ACCT00035149,true
423-87-2337,ACCT00035150,true
185-30-8489,ACCT00035151,true
254-78-5135,ACCT00035152,true
249-98-2257,ACCT00035153,true
936-81-5212,ACCT00035154,true
456-63-4100,ACCT00035155,true
132-16-5915,ACCT00035156,true
459-23-6637,ACCT00035157,true
953-70-9453,ACCT00035158,true
135-65-7251,ACCT00035159,true
634-45-1489,ACCT00035160,true
817-29-7089,ACCT00035161,true
493-52-3347,ACCT00035162,true
167-98-9349,ACCT00035163,true
901-45-4212,ACCT00035164,true
321-57-3865,ACCT00035165,true
580-34-4452,ACCT00035166,true
192-23-8514,ACCT00035167,true
189-33-2257,ACCT00035168,true
327-69-4762,ACCT00035169,true
740-43-7826,ACCT00035170,true
664-77-8988,ACCT00035171,true
579-11-5080,ACCT00035172,true
670-34-8507,ACCT00035173,true
617-80-5404,ACCT00035174,true
784-23-1698,ACCT00035175,true
201-49-3954,ACCT00035176,true
566-47-4988,ACCT00035177,true
733-44-8517,ACCT00035178,true
888-38-9492,ACCT00035179,true
765-19-1928,ACCT00035180,true
107-83-9925,ACCT00035181,true
700-36-3264,ACCT00035182,true
711-79-9682,ACCT00035183,true
851-10-9570,ACCT00035184,true
525-60-1908,ACCT00035185,true
846-38-7859,ACCT00035186,true
141-88-2764,ACCT00035187,true
962-78-6869,ACCT00035188,true
875-76-9318,ACCT00035189,true
664-82-9569,ACCT00035190,true
614-11-2775,ACCT00035191,true
806-30-3662,ACCT00035192,true
450-78-5621,ACCT00035193,true
602-26-9381,ACCT00035194,true
952-72-1873,ACCT00035195,true
964-78-2554,ACCT00035196,true
252-75-1866,ACCT00035197,true
675-44-6542,ACCT00035198,true
554-43-4970,ACCT00035199,true
394-39-1110,ACCT00035200,true
630-86-2061,ACCT00035201,true
317-40-5293,ACCT00035202,true
698-49-8074,ACCT00035203,true
389-30-6508,ACCT00035204,true
526-52-2978,ACCT00035205,true
441-39-1262,ACCT00035206,true
431-25-9273,ACCT00035207,true
494-83-2806,ACCT00035208,true
968-94-5057,ACCT00035209,true
233-67-5270,ACCT00035210,true
983-20-4645,ACCT00035211,true
592-49-3831,ACCT00035212,true
375-88-4711,ACCT00035213,true
711-75-5983,ACCT00035214,true
505-54-4278,ACCT00035215,true
575-11-3209,ACCT00035216,true
946-36-9455,ACCT00035217,true
867-79-8255,ACCT00035218,true
398-58-7950,ACCT00035219,true
975-90-6304,ACCT00035220,true
111-35-9117,ACCT00035221,true
221-79-9676,ACCT00035222,true
122-87-6093,ACCT00035223,true
703-89-4215,ACCT00035224,true
987-36-8903,ACCT00035225,true
333-28-9986,ACCT00035226,true
378-88-9722,ACCT00035227,true
747-22-5031,ACCT00035228,true
597-66-6660,ACCT00035229,true
424-45-7071,ACCT00035230,true
751-72-9332,ACCT00035231,true
116-16-7390,ACCT00035232,true
205-40-1314,ACCT00035233,true
807-43-8937,ACCT00035234,true
295-50-1122,ACCT00035235,true
801-55-3816,ACCT00035236,true
104-68-1095,ACCT00035237,true
982-76-5652,ACCT00035238,true
612-44-6875,ACCT00035239,true
609-88-9322,ACCT00035240,true
644-65-7277,ACCT00035241,true
431-52-7064,ACCT00035242,true
386-87-2503,ACCT00035243,true
500-82-3755,ACCT00035244,true
446-32-1572,ACCT00035245,true
994-12-7005,ACCT00035246,true
206-49-2162,ACCT00035247,true
100-75-9861,ACCT00035248,true
203-76-8758,ACCT00035249,true
325-34-1832,ACCT00035250,true
534-47-1736,ACCT00035251,true
988-83-3358,ACCT00035252,true
172-51-9157,ACCT00035253,true
869-18-8419,ACCT00035254,true
664-60-3150,ACCT00035255,true
722-41-8847,ACCT00035256,true
785-60-3660,ACCT00035257,true
587-52-5252,ACCT00035258,true
538-40-4279,ACCT00035259,true
905-85-3727,ACCT00035260,true
223-69-3972,ACCT00035261,true
422-34-1601,ACCT00035262,true
801-97-3173,ACCT00035263,true
733-51-8575,ACCT00035264,true
612-21-8714,ACCT00035265,true
832-35-9456,ACCT00035266,true
420-59-2496,ACCT00035267,true
925-18-2561,ACCT00035268,true
333-71-7027,ACCT00035269,true
272-31-1751,ACCT00035270,true
659-11-2113,ACCT00035271,true
502-17-3881,ACCT00035272,true
275-23-7755,ACCT00035273,true
708-43-6301,ACCT00035274,true
644-88-6292,ACCT00035275,true
773-80-9414,ACCT00035276,true
840-62-5590,ACCT00035277,true
537-69-7342,ACCT00035278,true
618-46-8748,ACCT00035279,true
965-24-3391,ACCT00035280,true
907-63-7872,ACCT00035281,true
104-97-9220,ACCT00035282,true
947-78-6178,ACCT00035283,true
715-91-1232,ACCT00035284,true
576-20-2675,ACCT00035285,true
161-64-3906,ACCT00035286,true
553-49-6240,ACCT00035287,true
678-52-4889,ACCT00035288,true
533-34-6113,ACCT00035289,true
372-39-5368,ACCT00035290,true
521-47-2148,ACCT00035291,true
208-18-3651,ACCT00035292,true
401-79-1943,ACCT00035293,true
393-51-7524,ACCT00035294,true
266-21-9085,ACCT00035295,true
375-97-7185,ACCT00035296,true
122-28-8482,ACCT00035297,true
315-21-9423,ACCT00035298,true
763-76-6175,ACCT00035299,true
752-45-9195,ACCT00035300,true
127-58-5322,ACCT00035301,true
313-11-4564,ACCT00035302,true
831-66-8214,ACCT00035303,true
845-45-1359,ACCT00035304,true
471-99-1771,ACCT00035305,true
670-15-7433,ACCT00035306,true
594-41-4484,ACCT00035307,true
624-80-4301,ACCT00035308,true
899-89-6737,ACCT00035309,true
391-37-2326,ACCT00035310,true
787-40-6021,ACCT00035311,true
299-97-8773,ACCT00035312,true
159-90-9514,ACCT00035313,true
630-25-4422,ACCT00035314,true
333-92-2689,ACCT00035315,true
917-47-4981,ACCT00035316,true
649-49-1967,ACCT00035317,true
375-91-7359,ACCT00035318,true
735-12-8066,ACCT00035319,true
182-27-5116,ACCT00035320,true
355-10-8345,ACCT00035321,true
128-54-9952,ACCT00035322,true
428-27-8882,ACCT00035323,true
369-53-3617,ACCT00035324,true
591-40-8480,ACCT00035325,true
653-53-6160,ACCT00035326,true
853-66-6228,ACCT00035327,true
743-16-7299,ACCT00035328,true
977-98-5851,ACCT00035329,true
136-33-7936,ACCT00035330,true
972-66-4670,ACCT00035331,true
343-83-2618,ACCT00035332,true
406-22-2017,ACCT00035333,true
991-96-1527,ACCT00035334,true
230-65-3579,ACCT00035335,true
567-93-7615,ACCT00035336,true
214-90-8377,ACCT00035337,true
528-18-6746,ACCT00035338,true
235-45-5911,ACCT00035339,true
693-45-9983,ACCT00035340,true
314-56-6671,ACCT00035341,true
533-22-5863,ACCT00035342,true
947-65-9597,ACCT00035343,true
136-98-8155,ACCT00035344,true
707-22-5382,ACCT00035345,true
117-63-7208,ACCT00035346,true
750-11-5209,ACCT00035347,true
881-63-2738,ACCT00035348,true
666-90-8956,ACCT00035349,true
