person1Ssn,person2Ssn,confidence,reason
327-62-3352,391-38-8199,0.84,same_dob_similar_name
754-44-9850,391-38-8199,0.88,same_dob_similar_name
707-16-1255,352-57-3490,0.71,same_dob_similar_name
262-33-7877,611-57-6400,0.92,same_dob_similar_name
262-33-7877,765-56-2241,0.75,same_dob_similar_name
611-57-6400,765-56-2241,0.78,same_dob_similar_name
278-75-5693,342-59-3795,0.88,same_dob_similar_name
531-37-3029,610-82-1236,0.72,same_dob_similar_name
531-37-3029,352-30-9842,0.88,same_dob_similar_name
610-82-1236,352-30-9842,0.75,same_dob_similar_name
440-64-1511,290-56-2617,0.79,same_dob_similar_name
440-64-1511,182-83-8994,0.71,same_dob_similar_name
290-56-2617,182-83-8994,0.79,same_dob_similar_name
874-12-6932,712-63-6883,0.8,same_dob_similar_name
102-59-8462,123-40-4296,0.94,same_dob_similar_name
102-59-8462,272-32-1334,0.93,same_dob_similar_name
123-40-4296,272-32-1334,0.87,same_dob_similar_name
827-77-4848,135-98-5233,0.89,same_dob_similar_name
639-25-2638,155-18-1891,0.95,same_dob_similar_name
176-45-4148,510-34-5506,0.93,same_dob_similar_name
176-45-4148,746-80-5158,0.92,same_dob_similar_name
510-34-5506,746-80-5158,0.75,same_dob_similar_name
746-38-8269,147-41-8060,0.92,same_dob_similar_name
852-33-5768,365-62-9362,0.92,same_dob_similar_name
860-64-2147,504-20-7315,0.91,same_dob_similar_name
431-48-7101,318-95-3404,0.73,same_dob_similar_name
431-48-7101,716-12-2934,0.79,same_dob_similar_name
318-95-3404,716-12-2934,0.85,same_dob_similar_name
220-67-2376,493-56-8738,0.86,same_dob_similar_name
220-67-2376,308-32-2024,0.73,same_dob_similar_name
493-56-8738,308-32-2024,0.93,same_dob_similar_name
357-62-5565,484-46-9768,0.78,same_dob_similar_name
357-62-5565,826-97-8507,0.77,same_dob_similar_name
484-46-9768,826-97-8507,0.83,same_dob_similar_name
816-26-3909,791-91-9937,0.79,same_dob_similar_name
816-26-3909,896-78-2755,0.85,same_dob_similar_name
791-91-9937,896-78-2755,0.84,same_dob_similar_name
222-12-6902,497-66-1571,0.86,same_dob_similar_name
870-52-9705,793-53-6888,0.73,same_dob_similar_name
573-59-8297,170-29-3268,0.75,same_dob_similar_name
500-64-5066,370-50-8269,0.87,same_dob_similar_name
500-64-5066,794-11-7752,0.72,same_dob_similar_name
370-50-8269,794-11-7752,0.87,same_dob_similar_name
949-27-5917,283-79-6391,0.78,same_dob_similar_name
293-52-6903,450-13-1278,0.75,same_dob_similar_name
293-52-6903,933-72-1056,0.71,same_dob_similar_name
450-13-1278,933-72-1056,0.72,same_dob_similar_name
218-44-9319,239-25-4595,0.86,same_dob_similar_name
218-44-9319,849-70-3198,0.82,same_dob_similar_name
239-25-4595,849-70-3198,0.7,same_dob_similar_name
749-56-3796,528-70-9659,0.84,same_dob_similar_name
447-96-2627,968-17-9588,0.83,same_dob_similar_name
447-96-2627,128-94-1397,0.93,same_dob_similar_name
968-17-9588,128-94-1397,0.75,same_dob_similar_name
285-36-7978,215-40-1186,0.72,same_dob_similar_name
285-36-7978,816-76-7359,0.75,same_dob_similar_name
215-40-1186,816-76-7359,0.83,same_dob_similar_name
369-55-4479,510-55-8132,0.75,same_dob_similar_name
369-55-4479,639-68-8585,0.87,same_dob_similar_name
510-55-8132,639-68-8585,0.77,same_dob_similar_name
607-65-9483,736-83-7683,0.73,same_dob_similar_name
607-65-9483,974-11-7478,0.82,same_dob_similar_name
736-83-7683,974-11-7478,0.85,same_dob_similar_name
509-32-7204,342-55-6574,0.78,same_dob_similar_name
599-14-3771,287-43-2767,0.71,same_dob_similar_name
112-54-4711,633-34-4758,0.89,same_dob_similar_name
567-38-5187,378-71-1000,0.85,same_dob_similar_name
255-29-5539,155-26-7822,0.77,same_dob_similar_name
470-79-2487,801-39-8922,0.73,same_dob_similar_name
470-79-2487,621-47-2556,0.73,same_dob_similar_name
801-39-8922,621-47-2556,0.79,same_dob_similar_name
815-18-3991,878-79-2758,0.77,same_dob_similar_name
815-18-3991,729-90-4608,0.77,same_dob_similar_name
878-79-2758,729-90-4608,0.94,same_dob_similar_name
190-86-1494,917-98-7362,0.94,same_dob_similar_name
190-86-1494,465-56-4832,0.92,same_dob_similar_name
917-98-7362,465-56-4832,0.83,same_dob_similar_name
283-37-6996,233-77-4176,0.79,same_dob_similar_name
611-20-6736,358-61-4176,0.89,same_dob_similar_name
611-20-6736,133-35-9175,0.78,same_dob_similar_name
358-61-4176,133-35-9175,0.89,same_dob_similar_name
435-37-9653,735-94-2881,0.92,same_dob_similar_name
452-99-7386,171-62-5946,0.94,same_dob_similar_name
452-99-7386,685-99-9332,0.76,same_dob_similar_name
171-62-5946,685-99-9332,0.89,same_dob_similar_name
202-28-7986,953-45-8576,0.91,same_dob_similar_name
557-84-6953,851-13-6439,0.72,same_dob_similar_name
557-84-6953,376-98-8224,0.77,same_dob_similar_name
851-13-6439,376-98-8224,0.94,same_dob_similar_name
766-29-9628,653-11-4792,0.82,same_dob_similar_name
669-21-2454,686-73-6996,0.74,same_dob_similar_name
669-21-2454,778-63-4935,0.84,same_dob_similar_name
686-73-6996,778-63-4935,0.75,same_dob_similar_name
526-44-9879,573-53-5534,0.71,same_dob_similar_name
526-44-9879,601-82-7577,0.87,same_dob_similar_name
573-53-5534,601-82-7577,0.9,same_dob_similar_name
213-33-1374,479-10-4491,0.72,same_dob_similar_name
602-32-5919,788-72-6851,0.86,same_dob_similar_name
602-32-5919,751-13-7035,0.94,same_dob_similar_name
788-72-6851,751-13-7035,0.83,same_dob_similar_name
861-24-2898,735-25-9588,0.73,same_dob_similar_name
861-24-2898,693-93-5085,0.76,same_dob_similar_name
735-25-9588,693-93-5085,0.82,same_dob_similar_name
664-17-1077,917-47-5435,0.72,same_dob_similar_name
512-19-6017,822-20-6554,0.84,same_dob_similar_name
512-19-6017,863-71-6552,0.83,same_dob_similar_name
822-20-6554,863-71-6552,0.88,same_dob_similar_name
172-83-5545,150-40-9179,0.75,same_dob_similar_name
172-83-5545,812-41-7022,0.94,same_dob_similar_name
150-40-9179,812-41-7022,0.82,same_dob_similar_name
641-94-3646,887-64-5500,0.93,same_dob_similar_name
641-94-3646,882-77-8542,0.95,same_dob_similar_name
887-64-5500,882-77-8542,0.91,same_dob_similar_name
703-67-4388,556-42-6983,0.89,same_dob_similar_name
929-21-2232,475-32-5237,0.81,same_dob_similar_name
389-63-6720,824-17-9217,0.92,same_dob_similar_name
389-63-6720,987-86-2558,0.83,same_dob_similar_name
824-17-9217,987-86-2558,0.81,same_dob_similar_name
147-30-7065,859-12-1726,0.86,same_dob_similar_name
385-47-6773,468-62-2956,0.86,same_dob_similar_name
385-47-6773,324-71-5293,0.71,same_dob_similar_name
468-62-2956,324-71-5293,0.9,same_dob_similar_name
753-61-6502,556-72-4317,0.74,same_dob_similar_name
973-10-4267,836-63-4883,0.83,same_dob_similar_name
973-10-4267,390-55-3184,0.87,same_dob_similar_name
836-63-4883,390-55-3184,0.83,same_dob_similar_name
428-48-9954,145-38-1814,0.9,same_dob_similar_name
631-28-8192,184-29-2280,0.84,same_dob_similar_name
405-92-6661,900-35-9921,0.78,same_dob_similar_name
405-92-6661,261-36-4667,0.88,same_dob_similar_name
900-35-9921,261-36-4667,0.82,same_dob_similar_name
747-30-3517,222-51-2601,0.8,same_dob_similar_name
491-65-3078,993-92-2743,0.8,same_dob_similar_name
491-65-3078,830-21-9690,0.85,same_dob_similar_name
993-92-2743,830-21-9690,0.76,same_dob_similar_name
695-79-3952,205-99-8046,0.8,same_dob_similar_name
695-79-3952,282-52-3315,0.72,same_dob_similar_name
205-99-8046,282-52-3315,0.78,same_dob_similar_name
436-58-7596,525-80-2054,0.93,same_dob_similar_name
397-31-8020,717-29-2373,0.92,same_dob_similar_name
397-31-8020,168-77-6547,0.92,same_dob_similar_name
717-29-2373,168-77-6547,0.83,same_dob_similar_name
500-84-9742,833-96-9582,0.88,same_dob_similar_name
500-84-9742,750-96-6561,0.77,same_dob_similar_name
833-96-9582,750-96-6561,0.87,same_dob_similar_name
425-17-1671,247-63-5357,0.8,same_dob_similar_name
542-27-1509,959-35-7860,0.73,same_dob_similar_name
727-99-3447,626-73-4748,0.74,same_dob_similar_name
927-44-2097,861-28-5254,0.7,same_dob_similar_name
927-44-2097,259-49-4888,0.88,same_dob_similar_name
861-28-5254,259-49-4888,0.87,same_dob_similar_name
291-45-7413,297-74-1653,0.93,same_dob_similar_name
430-12-8955,330-10-1979,0.8,same_dob_similar_name
430-12-8955,304-60-6751,0.75,same_dob_similar_name
330-10-1979,304-60-6751,0.72,same_dob_similar_name
900-74-9571,683-70-6005,0.72,same_dob_similar_name
871-67-9594,285-32-8766,0.82,same_dob_similar_name
270-16-5117,476-71-4917,0.82,same_dob_similar_name
270-16-5117,149-60-4443,0.88,same_dob_similar_name
476-71-4917,149-60-4443,0.88,same_dob_similar_name
603-79-2217,762-43-8865,0.74,same_dob_similar_name
603-79-2217,936-72-9346,0.74,same_dob_similar_name
762-43-8865,936-72-9346,0.93,same_dob_similar_name
414-44-6443,109-77-9984,0.74,same_dob_similar_name
381-37-7424,240-18-3335,0.79,same_dob_similar_name
381-37-7424,962-78-3015,0.74,same_dob_similar_name
240-18-3335,962-78-3015,0.74,same_dob_similar_name
342-38-9817,519-83-2247,0.91,same_dob_similar_name
342-38-9817,776-41-7805,0.8,same_dob_similar_name
519-83-2247,776-41-7805,0.9,same_dob_similar_name
479-48-5105,118-77-7658,0.87,same_dob_similar_name
479-48-5105,172-94-6228,0.9,same_dob_similar_name
118-77-7658,172-94-6228,0.71,same_dob_similar_name
930-81-6572,350-78-9227,0.75,same_dob_similar_name
349-71-9418,923-51-4171,0.74,same_dob_similar_name
805-72-1486,674-34-3533,0.81,same_dob_similar_name
805-72-1486,508-97-5710,0.93,same_dob_similar_name
674-34-3533,508-97-5710,0.85,same_dob_similar_name
682-84-4969,924-70-5070,0.79,same_dob_similar_name
682-84-4969,786-86-8751,0.76,same_dob_similar_name
924-70-5070,786-86-8751,0.91,same_dob_similar_name
269-29-4159,333-29-9455,0.89,same_dob_similar_name
269-29-4159,519-85-5458,0.87,same_dob_similar_name
333-29-9455,519-85-5458,0.85,same_dob_similar_name
567-84-2327,565-88-1142,0.91,same_dob_similar_name
830-67-2977,868-42-4189,0.74,same_dob_similar_name
830-67-2977,416-64-1901,0.86,same_dob_similar_name
868-42-4189,416-64-1901,0.88,same_dob_similar_name
840-15-3936,864-70-6720,0.85,same_dob_similar_name
249-19-8650,734-12-4588,0.89,same_dob_similar_name
249-19-8650,410-40-6134,0.75,same_dob_similar_name
734-12-4588,410-40-6134,0.8,same_dob_similar_name
382-86-6969,282-16-6313,0.73,same_dob_similar_name
382-86-6969,895-25-7842,0.73,same_dob_similar_name
282-16-6313,895-25-7842,0.72,same_dob_similar_name
454-92-6586,298-79-7198,0.72,same_dob_similar_name
691-67-9839,411-78-2222,0.95,same_dob_similar_name
691-67-9839,333-97-5987,0.83,same_dob_similar_name
411-78-2222,333-97-5987,0.78,same_dob_similar_name
789-25-4058,225-93-4732,0.73,same_dob_similar_name
211-53-4401,286-47-1765,0.82,same_dob_similar_name
211-53-4401,455-20-2447,0.88,same_dob_similar_name
286-47-1765,455-20-2447,0.8,same_dob_similar_name
950-85-4509,729-88-5689,0.78,same_dob_similar_name
615-91-8166,351-67-8923,0.91,same_dob_similar_name
615-91-8166,234-76-2509,0.87,same_dob_similar_name
351-67-8923,234-76-2509,0.77,same_dob_similar_name
352-88-6968,917-25-2146,0.93,same_dob_similar_name
784-63-3010,240-80-9358,0.92,same_dob_similar_name
784-63-3010,475-38-2166,0.89,same_dob_similar_name
240-80-9358,475-38-2166,0.92,same_dob_similar_name
407-15-3623,602-74-8953,0.86,same_dob_similar_name
407-15-3623,805-62-4773,0.77,same_dob_similar_name
602-74-8953,805-62-4773,0.79,same_dob_similar_name
328-93-5357,122-59-8009,0.74,same_dob_similar_name
540-90-9407,623-61-2870,0.8,same_dob_similar_name
540-90-9407,108-21-6043,0.78,same_dob_similar_name
623-61-2870,108-21-6043,0.91,same_dob_similar_name
762-10-9688,813-32-9337,0.84,same_dob_similar_name
762-10-9688,712-61-3710,0.77,same_dob_similar_name
813-32-9337,712-61-3710,0.9,same_dob_similar_name
954-80-7040,528-97-4325,0.89,same_dob_similar_name
942-87-9974,850-90-9483,0.94,same_dob_similar_name
942-87-9974,962-81-6518,0.8,same_dob_similar_name
850-90-9483,962-81-6518,0.91,same_dob_similar_name
238-20-9472,390-26-4976,0.92,same_dob_similar_name
238-20-9472,784-49-9220,0.83,same_dob_similar_name
390-26-4976,784-49-9220,0.74,same_dob_similar_name
867-94-5493,663-89-5144,0.7,same_dob_similar_name
333-75-5855,418-93-7810,0.73,same_dob_similar_name
333-75-5855,846-81-5770,0.8,same_dob_similar_name
418-93-7810,846-81-5770,0.82,same_dob_similar_name
970-57-1167,594-24-1128,0.88,same_dob_similar_name
650-33-7305,849-12-8987,0.74,same_dob_similar_name
601-93-6142,441-45-9904,0.79,same_dob_similar_name
601-93-6142,249-85-9956,0.9,same_dob_similar_name
441-45-9904,249-85-9956,0.8,same_dob_similar_name
672-66-2184,877-38-6890,0.75,same_dob_similar_name
892-30-1164,406-77-5884,0.8,same_dob_similar_name
892-30-1164,393-15-3676,0.79,same_dob_similar_name
406-77-5884,393-15-3676,0.83,same_dob_similar_name
106-37-8682,257-15-2119,0.81,same_dob_similar_name
106-37-8682,553-92-2239,0.8,same_dob_similar_name
257-15-2119,553-92-2239,0.81,same_dob_similar_name
268-78-1182,772-98-2253,0.71,same_dob_similar_name
435-91-7978,431-64-2829,0.81,same_dob_similar_name
366-27-3636,342-98-2523,0.71,same_dob_similar_name
707-72-8749,437-97-9814,0.72,same_dob_similar_name
707-72-8749,283-48-9202,0.74,same_dob_similar_name
437-97-9814,283-48-9202,0.82,same_dob_similar_name
612-36-8431,870-45-2207,0.82,same_dob_similar_name
612-36-8431,983-54-7212,0.79,same_dob_similar_name
870-45-2207,983-54-7212,0.8,same_dob_similar_name
444-40-9835,311-71-1052,0.83,same_dob_similar_name
444-40-9835,961-13-6257,0.74,same_dob_similar_name
311-71-1052,961-13-6257,0.92,same_dob_similar_name
430-28-2098,409-40-1593,0.74,same_dob_similar_name
565-46-7526,593-40-5905,0.83,same_dob_similar_name
565-46-7526,553-95-4622,0.94,same_dob_similar_name
593-40-5905,553-95-4622,0.78,same_dob_similar_name
115-12-5248,955-82-4377,0.77,same_dob_similar_name
574-97-5049,446-92-2043,0.78,same_dob_similar_name
574-97-5049,930-35-5799,0.75,same_dob_similar_name
446-92-2043,930-35-5799,0.94,same_dob_similar_name
111-96-8765,340-26-7490,0.86,same_dob_similar_name
155-52-6422,271-88-1921,0.74,same_dob_similar_name
155-52-6422,502-29-4384,0.9,same_dob_similar_name
271-88-1921,502-29-4384,0.81,same_dob_similar_name
408-27-8150,849-39-3234,0.81,same_dob_similar_name
408-27-8150,963-45-5141,0.85,same_dob_similar_name
849-39-3234,963-45-5141,0.83,same_dob_similar_name
532-11-1588,615-65-2014,0.79,same_dob_similar_name
100-61-6974,298-53-2745,0.87,same_dob_similar_name
592-77-4458,992-28-3913,0.72,same_dob_similar_name
592-77-4458,827-85-6890,0.89,same_dob_similar_name
992-28-3913,827-85-6890,0.87,same_dob_similar_name
544-67-6138,889-69-2139,0.76,same_dob_similar_name
682-42-2410,354-27-6697,0.86,same_dob_similar_name
223-76-8527,753-29-6835,0.78,same_dob_similar_name
625-88-1847,276-25-3729,0.78,same_dob_similar_name
592-24-1438,479-44-4410,0.8,same_dob_similar_name
592-24-1438,940-11-4318,0.87,same_dob_similar_name
479-44-4410,940-11-4318,0.92,same_dob_similar_name
654-57-4601,616-73-9285,0.72,same_dob_similar_name
654-57-4601,159-40-5248,0.91,same_dob_similar_name
616-73-9285,159-40-5248,0.9,same_dob_similar_name
330-71-9774,736-53-7495,0.82,same_dob_similar_name
330-71-9774,536-15-7779,0.91,same_dob_similar_name
736-53-7495,536-15-7779,0.84,same_dob_similar_name
891-67-3951,350-11-3253,0.92,same_dob_similar_name
891-67-3951,502-62-4777,0.89,same_dob_similar_name
350-11-3253,502-62-4777,0.9,same_dob_similar_name
317-73-9986,313-50-2589,0.85,same_dob_similar_name
757-25-1416,533-17-5402,0.92,same_dob_similar_name
243-38-4137,614-91-5735,0.91,same_dob_similar_name
286-77-4631,471-98-7498,0.85,same_dob_similar_name
286-77-4631,362-29-9335,0.7,same_dob_similar_name
471-98-7498,362-29-9335,0.9,same_dob_similar_name
396-61-6839,816-83-7416,0.83,same_dob_similar_name
288-97-8904,153-45-4840,0.9,same_dob_similar_name
703-87-7569,510-28-4949,0.94,same_dob_similar_name
919-74-6890,824-59-4602,0.93,same_dob_similar_name
919-74-6890,697-57-5677,0.84,same_dob_similar_name
824-59-4602,697-57-5677,0.89,same_dob_similar_name
114-19-1244,894-36-2201,0.82,same_dob_similar_name
114-19-1244,523-46-3346,0.73,same_dob_similar_name
894-36-2201,523-46-3346,0.78,same_dob_similar_name
235-71-5034,905-77-7520,0.74,same_dob_similar_name
235-71-5034,363-13-1900,0.85,same_dob_similar_name
905-77-7520,363-13-1900,0.92,same_dob_similar_name
310-31-2245,518-20-6582,0.95,same_dob_similar_name
901-72-7182,535-38-5139,0.89,same_dob_similar_name
901-72-7182,211-73-5378,0.7,same_dob_similar_name
535-38-5139,211-73-5378,0.78,same_dob_similar_name
489-35-2431,289-89-6079,0.89,same_dob_similar_name
978-43-8864,233-37-7318,0.85,same_dob_similar_name
978-43-8864,502-27-2358,0.81,same_dob_similar_name
233-37-7318,502-27-2358,0.85,same_dob_similar_name
464-79-4369,589-63-1138,0.75,same_dob_similar_name
464-79-4369,498-90-7544,0.92,same_dob_similar_name
589-63-1138,498-90-7544,0.88,same_dob_similar_name
677-18-3096,749-32-5921,0.85,same_dob_similar_name
863-97-7675,615-60-2298,0.71,same_dob_similar_name
722-59-8214,952-48-6440,0.9,same_dob_similar_name
722-59-8214,230-54-8745,0.85,same_dob_similar_name
952-48-6440,230-54-8745,0.86,same_dob_similar_name
625-39-1229,920-88-9276,0.9,same_dob_similar_name
901-18-1783,152-55-3870,0.95,same_dob_similar_name
767-34-1772,115-68-6102,0.84,same_dob_similar_name
890-55-6169,247-38-1164,0.88,same_dob_similar_name
890-55-6169,666-12-4744,0.77,same_dob_similar_name
247-38-1164,666-12-4744,0.88,same_dob_similar_name
670-48-5143,428-45-2368,0.94,same_dob_similar_name
267-91-1192,392-41-5643,0.85,same_dob_similar_name
413-73-6345,700-76-9900,0.81,same_dob_similar_name
982-51-1727,554-35-6361,0.81,same_dob_similar_name
257-65-7534,305-79-1262,0.91,same_dob_similar_name
257-65-7534,319-83-1313,0.71,same_dob_similar_name
305-79-1262,319-83-1313,0.74,same_dob_similar_name
835-48-7805,635-63-5784,0.86,same_dob_similar_name
572-10-9698,816-13-8260,0.86,same_dob_similar_name
348-70-1700,449-17-2378,0.74,same_dob_similar_name
102-44-1054,768-71-5738,0.85,same_dob_similar_name
102-44-1054,463-43-3441,0.74,same_dob_similar_name
768-71-5738,463-43-3441,0.85,same_dob_similar_name
426-69-5146,275-60-5209,0.92,same_dob_similar_name
423-43-3929,772-23-1111,0.82,same_dob_similar_name
938-74-9280,719-32-9906,0.84,same_dob_similar_name
938-74-9280,200-38-9494,0.87,same_dob_similar_name
719-32-9906,200-38-9494,0.89,same_dob_similar_name
737-27-1191,274-77-3537,0.88,same_dob_similar_name
231-23-3039,362-45-8857,0.73,same_dob_similar_name
330-20-9063,256-93-4167,0.71,same_dob_similar_name
571-62-3055,474-12-7712,0.75,same_dob_similar_name
182-20-6039,296-17-9038,0.73,same_dob_similar_name
276-29-2897,134-40-7652,0.82,same_dob_similar_name
537-21-3780,318-34-8724,0.83,same_dob_similar_name
537-21-3780,181-36-1635,0.83,same_dob_similar_name
318-34-8724,181-36-1635,0.91,same_dob_similar_name
151-66-3017,398-55-5765,0.92,same_dob_similar_name
151-66-3017,306-60-7788,0.88,same_dob_similar_name
398-55-5765,306-60-7788,0.72,same_dob_similar_name
658-67-2310,867-49-7391,0.81,same_dob_similar_name
110-46-1195,226-39-5944,0.84,same_dob_similar_name
110-46-1195,125-77-3861,0.79,same_dob_similar_name
226-39-5944,125-77-3861,0.79,same_dob_similar_name
613-40-1648,904-93-7967,0.8,same_dob_similar_name
613-40-1648,255-35-8362,0.78,same_dob_similar_name
904-93-7967,255-35-8362,0.79,same_dob_similar_name
467-59-5224,512-54-3833,0.71,same_dob_similar_name
207-56-5968,844-52-8642,0.73,same_dob_similar_name
207-56-5968,685-18-4127,0.86,same_dob_similar_name
844-52-8642,685-18-4127,0.77,same_dob_similar_name
985-28-9737,778-65-7346,0.84,same_dob_similar_name
985-28-9737,210-80-2949,0.93,same_dob_similar_name
778-65-7346,210-80-2949,0.85,same_dob_similar_name
742-52-6506,897-39-1019,0.91,same_dob_similar_name
742-52-6506,610-62-1570,0.84,same_dob_similar_name
897-39-1019,610-62-1570,0.87,same_dob_similar_name
100-72-9757,337-79-1422,0.86,same_dob_similar_name
100-72-9757,175-43-5154,0.77,same_dob_similar_name
337-79-1422,175-43-5154,0.85,same_dob_similar_name
754-55-6502,139-42-4092,0.77,same_dob_similar_name
311-23-5198,645-83-4327,0.77,same_dob_similar_name
573-88-6289,906-42-5004,0.73,same_dob_similar_name
791-44-8706,564-92-1286,0.79,same_dob_similar_name
327-31-8338,337-45-7685,0.86,same_dob_similar_name
529-35-9327,750-83-1457,0.78,same_dob_similar_name
529-35-9327,918-16-4038,0.73,same_dob_similar_name
750-83-1457,918-16-4038,0.86,same_dob_similar_name
311-22-9735,750-52-9032,0.86,same_dob_similar_name
311-22-9735,687-78-9864,0.73,same_dob_similar_name
750-52-9032,687-78-9864,0.83,same_dob_similar_name
636-45-7261,882-25-6046,0.77,same_dob_similar_name
553-41-5655,939-11-7714,0.73,same_dob_similar_name
915-32-1023,548-16-2327,0.73,same_dob_similar_name
618-73-7613,962-60-2717,0.82,same_dob_similar_name
618-73-7613,236-96-2409,0.81,same_dob_similar_name
962-60-2717,236-96-2409,0.74,same_dob_similar_name
879-50-7456,274-93-7710,0.83,same_dob_similar_name
879-50-7456,743-77-1580,0.72,same_dob_similar_name
274-93-7710,743-77-1580,0.87,same_dob_similar_name
374-39-2804,181-22-6688,0.93,same_dob_similar_name
374-39-2804,524-60-6418,0.91,same_dob_similar_name
181-22-6688,524-60-6418,0.84,same_dob_similar_name
160-67-7154,851-61-8567,0.7,same_dob_similar_name
160-67-7154,612-78-9070,0.92,same_dob_similar_name
851-61-8567,612-78-9070,0.83,same_dob_similar_name
385-85-8135,961-51-2371,0.85,same_dob_similar_name
385-85-8135,188-45-2007,0.91,same_dob_similar_name
961-51-2371,188-45-2007,0.84,same_dob_similar_name
199-92-1452,503-34-7821,0.9,same_dob_similar_name
199-92-1452,129-74-2703,0.73,same_dob_similar_name
503-34-7821,129-74-2703,0.88,same_dob_similar_name
249-38-1621,426-14-9848,0.84,same_dob_similar_name
808-47-4739,122-50-7214,0.83,same_dob_similar_name
335-30-9219,951-15-9028,0.78,same_dob_similar_name
112-45-3931,542-31-7223,0.86,same_dob_similar_name
112-45-3931,592-14-9950,0.78,same_dob_similar_name
542-31-7223,592-14-9950,0.74,same_dob_similar_name
254-62-1811,168-95-4514,0.92,same_dob_similar_name
254-62-1811,778-30-4968,0.76,same_dob_similar_name
168-95-4514,778-30-4968,0.79,same_dob_similar_name
117-52-6122,843-92-2899,0.82,same_dob_similar_name
880-38-2025,289-83-5555,0.77,same_dob_similar_name
880-38-2025,255-25-2294,0.94,same_dob_similar_name
289-83-5555,255-25-2294,0.87,same_dob_similar_name
553-22-7014,601-60-5232,0.86,same_dob_similar_name
553-22-7014,861-75-4724,0.84,same_dob_similar_name
601-60-5232,861-75-4724,0.87,same_dob_similar_name
174-84-7712,703-79-2092,0.89,same_dob_similar_name
174-84-7712,711-27-7305,0.8,same_dob_similar_name
703-79-2092,711-27-7305,0.73,same_dob_similar_name
374-15-7556,281-69-1429,0.77,same_dob_similar_name
560-54-1937,574-53-7950,0.8,same_dob_similar_name
215-16-5236,919-56-6865,0.77,same_dob_similar_name
215-16-5236,144-51-5185,0.94,same_dob_similar_name
919-56-6865,144-51-5185,0.81,same_dob_similar_name
270-93-4005,499-51-1535,0.73,same_dob_similar_name
270-93-4005,880-50-5590,0.88,same_dob_similar_name
499-51-1535,880-50-5590,0.89,same_dob_similar_name
897-13-1638,438-15-9800,0.94,same_dob_similar_name
719-20-3408,124-42-5367,0.87,same_dob_similar_name
719-20-3408,575-50-5868,0.73,same_dob_similar_name
124-42-5367,575-50-5868,0.92,same_dob_similar_name
543-73-7091,226-98-3714,0.74,same_dob_similar_name
543-73-7091,772-97-5841,0.85,same_dob_similar_name
226-98-3714,772-97-5841,0.78,same_dob_similar_name
621-73-8348,978-46-7904,0.77,same_dob_similar_name
621-73-8348,372-63-4378,0.71,same_dob_similar_name
978-46-7904,372-63-4378,0.83,same_dob_similar_name
685-71-8896,273-26-8466,0.81,same_dob_similar_name
828-14-4457,447-84-6254,0.77,same_dob_similar_name
658-19-6026,557-86-9189,0.95,same_dob_similar_name
234-59-4410,294-82-7623,0.74,same_dob_similar_name
234-59-4410,822-80-3447,0.73,same_dob_similar_name
294-82-7623,822-80-3447,0.84,same_dob_similar_name
801-92-8542,555-79-1893,0.76,same_dob_similar_name
801-92-8542,142-51-3351,0.9,same_dob_similar_name
555-79-1893,142-51-3351,0.78,same_dob_similar_name
960-26-1269,562-25-3882,0.73,same_dob_similar_name
960-26-1269,679-75-5489,0.71,same_dob_similar_name
562-25-3882,679-75-5489,0.82,same_dob_similar_name
579-44-8589,250-99-4435,0.93,same_dob_similar_name
932-29-3015,878-57-2279,0.77,same_dob_similar_name
932-29-3015,581-60-9551,0.81,same_dob_similar_name
878-57-2279,581-60-9551,0.82,same_dob_similar_name
299-45-8683,386-29-7709,0.92,same_dob_similar_name
299-45-8683,779-31-9811,0.91,same_dob_similar_name
386-29-7709,779-31-9811,0.91,same_dob_similar_name
461-16-6509,238-96-4393,0.83,same_dob_similar_name
310-18-7148,304-23-6577,0.83,same_dob_similar_name
310-18-7148,642-89-6563,0.89,same_dob_similar_name
304-23-6577,642-89-6563,0.92,same_dob_similar_name
985-43-5783,424-12-6252,0.75,same_dob_similar_name
985-43-5783,367-21-5904,0.85,same_dob_similar_name
424-12-6252,367-21-5904,0.86,same_dob_similar_name
244-80-3470,571-49-4453,0.76,same_dob_similar_name
119-43-4260,490-40-4289,0.91,same_dob_similar_name
531-98-3102,595-37-7234,0.88,same_dob_similar_name
531-98-3102,434-95-9387,0.77,same_dob_similar_name
595-37-7234,434-95-9387,0.82,same_dob_similar_name
242-25-3779,769-72-5724,0.86,same_dob_similar_name
224-74-6885,947-10-3968,0.72,same_dob_similar_name
441-82-2195,860-57-9287,0.79,same_dob_similar_name
441-82-2195,308-63-8697,0.81,same_dob_similar_name
860-57-9287,308-63-8697,0.73,same_dob_similar_name
601-81-3034,286-46-3679,0.89,same_dob_similar_name
438-27-9863,991-89-3854,0.73,same_dob_similar_name
438-27-9863,765-67-8132,0.79,same_dob_similar_name
991-89-3854,765-67-8132,0.8,same_dob_similar_name
760-41-2272,443-63-5920,0.7,same_dob_similar_name
760-41-2272,941-46-9401,0.9,same_dob_similar_name
443-63-5920,941-46-9401,0.95,same_dob_similar_name
605-89-7394,413-92-1871,0.91,same_dob_similar_name
919-30-3220,511-51-2885,0.78,same_dob_similar_name
919-30-3220,450-98-6624,0.87,same_dob_similar_name
511-51-2885,450-98-6624,0.73,same_dob_similar_name
825-53-9078,361-31-1344,0.74,same_dob_similar_name
