phoneId,number,type,carrier
PH061317,847-555-9528,work,T-Mobile
PH061318,815-555-1800,mobile,AT&T
PH061319,847-555-9462,mobile,US Cellular
PH061320,312-555-9656,home,Sprint
PH061321,815-555-9246,mobile,Sprint
PH061322,312-555-6201,work,Verizon
PH061323,847-555-5961,mobile,Verizon
PH061324,630-555-4149,mobile,AT&T
PH061325,815-555-1124,work,T-Mobile
PH061326,217-555-8758,home,Sprint
PH061327,815-555-5579,mobile,Verizon
PH061328,630-555-8014,mobile,AT&T
PH061329,773-555-2447,mobile,Verizon
PH061330,773-555-1418,mobile,T-Mobile
PH061331,217-555-5218,mobile,US Cellular
PH061332,312-555-1198,work,US Cellular
PH061333,773-555-4104,home,Verizon
PH061334,309-555-8872,work,US Cellular
PH061335,815-555-9761,mobile,Verizon
PH061336,847-555-1955,mobile,T-Mobile
PH061337,847-555-5394,mobile,Verizon
PH061338,312-555-8342,mobile,US Cellular
PH061339,773-555-2464,mobile,US Cellular
PH061340,217-555-8883,mobile,US Cellular
PH061341,217-555-2097,work,T-Mobile
PH061342,773-555-5619,mobile,Sprint
PH061343,847-555-8309,work,T-Mobile
PH061344,773-555-5071,mobile,US Cellular
PH061345,630-555-4774,mobile,US Cellular
PH061346,630-555-2422,mobile,US Cellular
PH061347,847-555-3825,mobile,AT&T
PH061348,217-555-9028,mobile,Sprint
PH061349,815-555-9865,mobile,Sprint
PH061350,773-555-1843,mobile,US Cellular
PH061351,630-555-8866,mobile,Sprint
PH061352,815-555-3543,mobile,AT&T
PH061353,312-555-6645,home,AT&T
PH061354,773-555-1928,mobile,Verizon
PH061355,312-555-5733,home,US Cellular
PH061356,847-555-6289,mobile,T-Mobile
PH061357,309-555-9588,mobile,T-Mobile
PH061358,309-555-6024,home,Sprint
PH061359,630-555-8398,work,Verizon
PH061360,847-555-1394,mobile,US Cellular
PH061361,773-555-7839,work,T-Mobile
PH061362,217-555-7729,mobile,AT&T
PH061363,847-555-8994,home,AT&T
PH061364,847-555-5188,home,AT&T
PH061365,815-555-2489,mobile,US Cellular
PH061366,630-555-3859,work,AT&T
PH061367,847-555-5867,mobile,Sprint
PH061368,312-555-3166,mobile,Sprint
PH061369,309-555-2200,mobile,AT&T
PH061370,312-555-2536,home,AT&T
PH061371,773-555-8458,mobile,AT&T
PH061372,773-555-4971,work,Sprint
PH061373,217-555-5209,mobile,US Cellular
PH061374,815-555-6027,mobile,T-Mobile
PH061375,312-555-5020,mobile,Verizon
PH061376,309-555-3035,mobile,US Cellular
PH061377,312-555-2181,mobile,US Cellular
PH061378,309-555-2971,mobile,Sprint
PH061379,312-555-8202,mobile,AT&T
PH061380,815-555-2355,mobile,T-Mobile
PH061381,309-555-1630,mobile,Sprint
PH061382,847-555-8722,mobile,US Cellular
PH061383,630-555-8253,mobile,AT&T
PH061384,847-555-6296,mobile,Sprint
PH061385,630-555-7562,mobile,US Cellular
PH061386,847-555-6344,mobile,US Cellular
PH061387,847-555-5468,home,Verizon
PH061388,630-555-6147,home,T-Mobile
PH061389,630-555-8936,mobile,AT&T
PH061390,815-555-1329,work,T-Mobile
PH061391,847-555-3551,mobile,AT&T
PH061392,815-555-7773,home,T-Mobile
PH061393,312-555-2676,work,US Cellular
PH061394,847-555-1318,mobile,AT&T
PH061395,630-555-1262,mobile,Verizon
PH061396,312-555-8154,home,Sprint
PH061397,217-555-9269,work,US Cellular
PH061398,309-555-2555,work,Verizon
PH061399,630-555-9258,work,US Cellular
PH061400,217-555-7991,mobile,Sprint
PH061401,312-555-1484,work,US Cellular
PH061402,217-555-4201,mobile,Verizon
PH061403,217-555-7617,mobile,T-Mobile
PH061404,773-555-5146,mobile,T-Mobile
PH061405,815-555-1696,mobile,US Cellular
PH061406,217-555-1384,work,Verizon
PH061407,312-555-6946,home,US Cellular
PH061408,312-555-4112,mobile,US Cellular
PH061409,773-555-7064,mobile,US Cellular
PH061410,773-555-9486,mobile,T-Mobile
PH061411,217-555-8636,mobile,Sprint
PH061412,815-555-1986,mobile,US Cellular
PH061413,630-555-4032,mobile,Verizon
PH061414,815-555-8504,work,Verizon
PH061415,773-555-7462,mobile,T-Mobile
PH061416,773-555-9733,home,Verizon
PH061417,630-555-1383,mobile,AT&T
PH061418,773-555-4319,home,US Cellular
PH061419,630-555-3277,mobile,AT&T
PH061420,309-555-5337,mobile,Sprint
PH061421,312-555-5277,mobile,Verizon
PH061422,847-555-5271,mobile,US Cellular
PH061423,312-555-3748,mobile,AT&T
PH061424,630-555-6947,mobile,T-Mobile
PH061425,847-555-1054,mobile,Sprint
PH061426,312-555-5355,mobile,Verizon
PH061427,217-555-5954,mobile,T-Mobile
PH061428,847-555-8755,mobile,T-Mobile
PH061429,773-555-3931,work,Verizon
PH061430,847-555-5678,mobile,Verizon
PH061431,309-555-2083,home,Sprint
PH061432,630-555-7409,mobile,AT&T
PH061433,815-555-2798,mobile,Verizon
PH061434,309-555-3158,work,AT&T
PH061435,217-555-8860,mobile,AT&T
PH061436,773-555-4857,mobile,Verizon
PH061437,630-555-7586,home,US Cellular
PH061438,847-555-9557,home,T-Mobile
PH061439,815-555-9652,mobile,AT&T
PH061440,309-555-9699,mobile,T-Mobile
PH061441,773-555-2691,mobile,T-Mobile
PH061442,773-555-5612,home,US Cellular
PH061443,312-555-1300,mobile,T-Mobile
PH061444,312-555-8630,home,Sprint
PH061445,773-555-2302,mobile,US Cellular
PH061446,815-555-3483,work,T-Mobile
PH061447,312-555-2448,home,US Cellular
PH061448,630-555-1801,mobile,T-Mobile
PH061449,847-555-9376,mobile,AT&T
PH061450,217-555-6606,home,Verizon
PH061451,773-555-6978,work,Verizon
PH061452,217-555-2174,mobile,Sprint
PH061453,217-555-5837,work,US Cellular
PH061454,217-555-3260,home,AT&T
PH061455,309-555-7968,mobile,AT&T
PH061456,773-555-5205,work,T-Mobile
PH061457,217-555-6330,home,AT&T
PH061458,630-555-6951,mobile,AT&T
PH061459,630-555-7533,home,AT&T
PH061460,217-555-4249,mobile,T-Mobile
PH061461,847-555-4237,home,T-Mobile
PH061462,217-555-7446,mobile,Sprint
PH061463,309-555-9336,work,AT&T
PH061464,312-555-3772,mobile,US Cellular
PH061465,847-555-9625,mobile,US Cellular
PH061466,630-555-3883,mobile,AT&T
PH061467,217-555-3521,mobile,Verizon
PH061468,312-555-5404,mobile,US Cellular
PH061469,773-555-7043,mobile,T-Mobile
PH061470,773-555-6597,mobile,Sprint
PH061471,847-555-1944,home,US Cellular
PH061472,847-555-8685,work,AT&T
PH061473,309-555-1201,home,Sprint
PH061474,630-555-8839,mobile,US Cellular
PH061475,309-555-5804,home,AT&T
PH061476,815-555-2495,mobile,T-Mobile
PH061477,217-555-2898,mobile,Verizon
PH061478,773-555-7319,mobile,Sprint
PH061479,309-555-5741,mobile,Verizon
PH061480,309-555-4398,work,Verizon
PH061481,773-555-2639,home,US Cellular
PH061482,217-555-4154,mobile,Verizon
PH061483,312-555-4563,home,T-Mobile
PH061484,309-555-7037,work,Verizon
PH061485,773-555-6755,mobile,Sprint
PH061486,630-555-3604,home,US Cellular
PH061487,847-555-2856,home,T-Mobile
PH061488,217-555-7737,work,T-Mobile
PH061489,312-555-8035,mobile,US Cellular
PH061490,773-555-8947,mobile,T-Mobile
PH061491,630-555-7829,work,Sprint
PH061492,773-555-7418,home,T-Mobile
PH061493,309-555-9914,mobile,Sprint
PH061494,312-555-6286,home,US Cellular
PH061495,217-555-6397,mobile,Sprint
PH061496,217-555-5529,work,AT&T
PH061497,815-555-3904,work,Verizon
PH061498,309-555-9618,mobile,Sprint
PH061499,773-555-8020,home,AT&T
PH061500,217-555-7843,mobile,T-Mobile
PH061501,630-555-2611,mobile,T-Mobile
PH061502,630-555-2620,mobile,US Cellular
PH061503,217-555-1737,mobile,Verizon
PH061504,312-555-1522,mobile,AT&T
PH061505,630-555-9451,home,T-Mobile
PH061506,312-555-3331,work,T-Mobile
PH061507,773-555-1676,home,Sprint
PH061508,630-555-8940,home,AT&T
PH061509,309-555-5417,mobile,AT&T
PH061510,815-555-7698,home,Verizon
PH061511,309-555-6932,home,US Cellular
PH061512,847-555-5487,mobile,US Cellular
PH061513,773-555-9928,home,Verizon
PH061514,312-555-4794,mobile,Verizon
PH061515,312-555-2486,mobile,US Cellular
PH061516,312-555-5770,mobile,Verizon
PH061517,773-555-9537,mobile,US Cellular
PH061518,847-555-4993,home,US Cellular
PH061519,815-555-9178,mobile,T-Mobile
PH061520,815-555-7326,mobile,AT&T
PH061521,217-555-7061,mobile,Verizon
PH061522,630-555-3153,mobile,T-Mobile
PH061523,630-555-2530,home,Verizon
PH061524,773-555-7382,work,Verizon
PH061525,630-555-8239,mobile,AT&T
PH061526,630-555-4053,mobile,T-Mobile
PH061527,217-555-5917,work,Sprint
PH061528,773-555-4424,mobile,US Cellular
PH061529,312-555-8147,mobile,Verizon
PH061530,312-555-1160,mobile,T-Mobile
PH061531,309-555-8839,mobile,Verizon
PH061532,847-555-3258,home,Verizon
PH061533,309-555-9138,mobile,US Cellular
PH061534,217-555-2813,home,US Cellular
PH061535,815-555-7976,mobile,AT&T
PH061536,847-555-2763,work,T-Mobile
PH061537,815-555-9632,home,Sprint
PH061538,630-555-6970,work,T-Mobile
PH061539,847-555-1770,mobile,Verizon
PH061540,309-555-8053,work,Sprint
PH061541,815-555-9467,home,T-Mobile
PH061542,312-555-4519,mobile,Sprint
PH061543,815-555-2670,mobile,US Cellular
PH061544,815-555-5971,mobile,Verizon
PH061545,773-555-8901,work,AT&T
PH061546,217-555-3873,mobile,Verizon
PH061547,309-555-4842,mobile,AT&T
PH061548,815-555-6108,mobile,Sprint
PH061549,217-555-3846,home,AT&T
PH061550,312-555-6765,mobile,US Cellular
PH061551,847-555-9821,mobile,T-Mobile
PH061552,312-555-9838,home,Sprint
PH061553,309-555-6934,home,Verizon
PH061554,217-555-1760,mobile,AT&T
PH061555,309-555-7101,mobile,Verizon
PH061556,630-555-7037,work,Verizon
PH061557,847-555-5810,mobile,AT&T
PH061558,312-555-8196,mobile,Sprint
PH061559,773-555-5418,mobile,US Cellular
PH061560,847-555-5456,mobile,AT&T
PH061561,847-555-1966,work,T-Mobile
PH061562,847-555-7952,mobile,Sprint
PH061563,847-555-2062,mobile,US Cellular
PH061564,773-555-9393,mobile,US Cellular
PH061565,630-555-3306,mobile,US Cellular
PH061566,630-555-3582,work,US Cellular
PH061567,815-555-5247,mobile,AT&T
PH061568,312-555-5743,mobile,T-Mobile
PH061569,847-555-8298,home,T-Mobile
PH061570,217-555-7480,mobile,US Cellular
PH061571,312-555-5944,work,Verizon
PH061572,630-555-3821,mobile,AT&T
PH061573,847-555-9932,work,AT&T
PH061574,847-555-1766,mobile,T-Mobile
PH061575,847-555-9294,mobile,T-Mobile
PH061576,815-555-9849,mobile,AT&T
PH061577,217-555-6724,mobile,AT&T
PH061578,312-555-5243,home,Verizon
PH061579,847-555-6667,work,AT&T
PH061580,847-555-1108,mobile,Verizon
PH061581,309-555-9008,mobile,Sprint
PH061582,630-555-9779,work,AT&T
PH061583,217-555-8329,mobile,US Cellular
PH061584,847-555-4252,work,US Cellular
PH061585,847-555-4665,work,Sprint
PH061586,312-555-7863,mobile,T-Mobile
PH061587,217-555-5403,work,Verizon
PH061588,309-555-7819,home,AT&T
PH061589,312-555-3021,work,Sprint
PH061590,847-555-3259,work,T-Mobile
PH061591,630-555-4037,mobile,AT&T
PH061592,773-555-8953,mobile,T-Mobile
PH061593,773-555-6153,mobile,Sprint
PH061594,847-555-6376,mobile,Verizon
PH061595,217-555-6626,mobile,T-Mobile
PH061596,312-555-4634,mobile,T-Mobile
PH061597,630-555-4116,mobile,US Cellular
PH061598,312-555-4166,mobile,US Cellular
PH061599,630-555-7165,work,Sprint
PH061600,312-555-6463,mobile,AT&T
PH061601,217-555-2739,mobile,T-Mobile
PH061602,773-555-6188,home,AT&T
PH061603,309-555-9073,mobile,AT&T
PH061604,309-555-3780,mobile,AT&T
PH061605,217-555-3409,mobile,Verizon
PH061606,309-555-5417,home,Sprint
PH061607,815-555-3595,mobile,US Cellular
PH061608,847-555-2223,mobile,Verizon
PH061609,217-555-1897,mobile,AT&T
PH061610,630-555-1426,home,AT&T
PH061611,773-555-3085,work,US Cellular
PH061612,630-555-5494,home,AT&T
PH061613,630-555-2373,mobile,T-Mobile
PH061614,630-555-7784,work,Verizon
PH061615,815-555-7890,home,Sprint
PH061616,312-555-1965,work,US Cellular
PH061617,312-555-3667,mobile,US Cellular
PH061618,815-555-4476,work,US Cellular
PH061619,630-555-8506,mobile,Verizon
PH061620,217-555-5826,mobile,AT&T
PH061621,847-555-4566,home,Sprint
PH061622,309-555-7849,work,Verizon
PH061623,847-555-4945,home,T-Mobile
PH061624,773-555-4526,mobile,US Cellular
PH061625,312-555-7674,mobile,Verizon
PH061626,309-555-6023,mobile,AT&T
PH061627,309-555-6770,home,Verizon
PH061628,217-555-7036,mobile,T-Mobile
PH061629,847-555-4669,mobile,Sprint
PH061630,312-555-7194,mobile,Sprint
PH061631,773-555-1371,mobile,Verizon
PH061632,309-555-3051,mobile,AT&T
PH061633,847-555-3382,home,AT&T
PH061634,309-555-2818,mobile,AT&T
PH061635,815-555-3107,mobile,T-Mobile
PH061636,630-555-9670,mobile,AT&T
PH061637,630-555-2890,home,Verizon
PH061638,773-555-2777,work,AT&T
PH061639,312-555-2403,mobile,T-Mobile
PH061640,309-555-9591,mobile,Verizon
PH061641,847-555-7280,mobile,T-Mobile
PH061642,815-555-4389,mobile,Verizon
PH061643,773-555-6765,mobile,Sprint
PH061644,847-555-1806,work,T-Mobile
PH061645,815-555-7302,work,Verizon
PH061646,847-555-3742,mobile,AT&T
PH061647,312-555-5259,home,US Cellular
PH061648,847-555-5957,work,Sprint
PH061649,217-555-7457,mobile,Sprint
PH061650,815-555-9527,mobile,Verizon
PH061651,217-555-5035,home,AT&T
PH061652,312-555-4621,mobile,Verizon
PH061653,815-555-8803,home,T-Mobile
PH061654,312-555-7357,mobile,US Cellular
PH061655,312-555-4600,mobile,AT&T
PH061656,773-555-9599,mobile,Sprint
PH061657,815-555-3799,home,Sprint
PH061658,630-555-4436,home,US Cellular
PH061659,847-555-3324,work,T-Mobile
PH061660,217-555-9256,home,T-Mobile
PH061661,312-555-4313,home,AT&T
PH061662,312-555-8814,mobile,US Cellular
PH061663,309-555-7037,mobile,T-Mobile
PH061664,217-555-9314,work,US Cellular
PH061665,815-555-5254,mobile,T-Mobile
PH061666,815-555-5848,mobile,T-Mobile
PH061667,312-555-5872,mobile,US Cellular
PH061668,309-555-9124,mobile,US Cellular
PH061669,630-555-9937,home,US Cellular
PH061670,309-555-4177,mobile,US Cellular
PH061671,309-555-9263,mobile,T-Mobile
PH061672,773-555-6719,mobile,T-Mobile
PH061673,312-555-7398,mobile,Sprint
PH061674,309-555-3748,mobile,Verizon
PH061675,630-555-5637,mobile,US Cellular
PH061676,217-555-4186,home,US Cellular
PH061677,217-555-5660,mobile,T-Mobile
PH061678,773-555-4113,work,Verizon
PH061679,217-555-8978,mobile,AT&T
PH061680,217-555-3762,home,Verizon
PH061681,309-555-1670,work,Verizon
PH061682,773-555-2700,home,Sprint
PH061683,773-555-1324,work,Sprint
PH061684,309-555-7587,home,T-Mobile
PH061685,309-555-9580,mobile,US Cellular
PH061686,312-555-6244,mobile,Verizon
PH061687,217-555-8377,home,Verizon
PH061688,217-555-2965,mobile,US Cellular
PH061689,309-555-2914,mobile,AT&T
PH061690,630-555-3740,mobile,T-Mobile
PH061691,815-555-7978,work,AT&T
PH061692,815-555-2529,mobile,Verizon
PH061693,847-555-3580,work,Sprint
PH061694,312-555-3040,home,T-Mobile
PH061695,309-555-9784,mobile,AT&T
PH061696,309-555-5061,home,Verizon
PH061697,815-555-6502,mobile,US Cellular
PH061698,847-555-1965,mobile,AT&T
PH061699,312-555-7651,home,T-Mobile
PH061700,309-555-7028,mobile,AT&T
PH061701,217-555-1729,work,Sprint
PH061702,312-555-5007,mobile,AT&T
PH061703,309-555-6585,home,AT&T
PH061704,847-555-6815,mobile,Verizon
PH061705,847-555-9113,home,Sprint
PH061706,773-555-5708,mobile,AT&T
PH061707,217-555-1046,work,Sprint
PH061708,309-555-7365,mobile,T-Mobile
PH061709,815-555-3949,work,AT&T
PH061710,630-555-7335,home,T-Mobile
PH061711,847-555-7181,mobile,AT&T
PH061712,217-555-6526,mobile,T-Mobile
PH061713,217-555-4053,mobile,T-Mobile
PH061714,847-555-4732,mobile,US Cellular
PH061715,312-555-2804,work,T-Mobile
PH061716,630-555-6365,mobile,Sprint
PH061717,312-555-5186,mobile,Sprint
PH061718,217-555-6183,mobile,Verizon
PH061719,217-555-3064,mobile,T-Mobile
PH061720,847-555-2847,mobile,US Cellular
PH061721,815-555-7752,work,US Cellular
PH061722,773-555-7251,mobile,Verizon
PH061723,773-555-5818,home,Sprint
PH061724,773-555-5365,mobile,AT&T
PH061725,312-555-7300,home,T-Mobile
PH061726,630-555-2724,home,Sprint
PH061727,217-555-7594,work,AT&T
PH061728,847-555-4380,work,Verizon
PH061729,217-555-5876,mobile,US Cellular
PH061730,309-555-5578,work,AT&T
PH061731,309-555-5744,mobile,Verizon
PH061732,847-555-5254,home,T-Mobile
PH061733,630-555-4607,home,US Cellular
PH061734,773-555-3731,mobile,Verizon
PH061735,847-555-5069,home,AT&T
PH061736,312-555-9751,mobile,Verizon
PH061737,773-555-9337,work,Verizon
PH061738,312-555-1696,mobile,Verizon
PH061739,773-555-2618,home,T-Mobile
PH061740,309-555-3683,work,Sprint
PH061741,630-555-6855,mobile,AT&T
PH061742,309-555-1053,mobile,US Cellular
PH061743,815-555-9684,work,T-Mobile
PH061744,847-555-4671,mobile,Sprint
PH061745,815-555-4358,mobile,Verizon
PH061746,773-555-2084,work,Sprint
PH061747,847-555-5032,home,AT&T
PH061748,815-555-8834,mobile,AT&T
PH061749,217-555-4686,mobile,T-Mobile
PH061750,312-555-4402,work,US Cellular
PH061751,815-555-9708,home,Verizon
PH061752,309-555-4339,work,US Cellular
PH061753,309-555-4579,home,Verizon
PH061754,815-555-7989,mobile,Verizon
PH061755,815-555-1090,mobile,Sprint
PH061756,630-555-1004,mobile,Sprint
PH061757,815-555-8689,mobile,US Cellular
PH061758,217-555-3915,mobile,AT&T
PH061759,217-555-2899,work,US Cellular
PH061760,309-555-2726,work,AT&T
PH061761,309-555-7484,mobile,Sprint
PH061762,815-555-8709,home,T-Mobile
PH061763,630-555-6965,mobile,T-Mobile
PH061764,773-555-6711,work,Verizon
PH061765,773-555-1480,mobile,US Cellular
PH061766,217-555-4819,home,T-Mobile
PH061767,847-555-6254,home,T-Mobile
PH061768,217-555-6068,mobile,Verizon
PH061769,309-555-6641,mobile,T-Mobile
PH061770,773-555-9683,work,Verizon
PH061771,630-555-3463,mobile,T-Mobile
PH061772,312-555-9885,mobile,US Cellular
PH061773,773-555-6731,mobile,T-Mobile
PH061774,309-555-1317,mobile,Sprint
PH061775,847-555-5001,work,Verizon
PH061776,773-555-2395,home,T-Mobile
PH061777,312-555-5693,mobile,T-Mobile
PH061778,630-555-1789,mobile,AT&T
PH061779,309-555-8205,work,AT&T
PH061780,773-555-1351,mobile,Verizon
PH061781,773-555-4368,home,AT&T
PH061782,217-555-5073,mobile,T-Mobile
PH061783,217-555-6240,mobile,AT&T
PH061784,815-555-5539,mobile,Sprint
PH061785,630-555-1444,mobile,Verizon
PH061786,312-555-6514,mobile,Verizon
PH061787,815-555-3579,mobile,Verizon
PH061788,309-555-8154,mobile,AT&T
PH061789,309-555-5441,home,AT&T
PH061790,815-555-3164,mobile,Sprint
PH061791,309-555-9992,work,T-Mobile
PH061792,217-555-5784,work,AT&T
PH061793,217-555-1515,work,US Cellular
PH061794,312-555-8234,work,AT&T
PH061795,630-555-4097,mobile,US Cellular
PH061796,312-555-1946,mobile,AT&T
PH061797,773-555-9469,work,US Cellular
PH061798,773-555-5980,mobile,Sprint
PH061799,630-555-5186,mobile,T-Mobile
PH061800,815-555-5207,mobile,T-Mobile
PH061801,309-555-9715,mobile,T-Mobile
PH061802,309-555-3788,mobile,T-Mobile
PH061803,630-555-5851,home,Verizon
PH061804,773-555-6044,mobile,Sprint
PH061805,312-555-4547,mobile,T-Mobile
PH061806,815-555-5077,mobile,Verizon
PH061807,815-555-2690,home,AT&T
PH061808,847-555-3899,mobile,AT&T
PH061809,773-555-6604,home,Sprint
PH061810,630-555-3498,work,AT&T
PH061811,217-555-9587,home,Sprint
PH061812,815-555-6142,work,AT&T
PH061813,773-555-9253,mobile,Verizon
PH061814,773-555-6747,work,Sprint
PH061815,217-555-2172,mobile,Verizon
PH061816,847-555-6965,mobile,Verizon
PH061817,847-555-6506,mobile,Verizon
PH061818,847-555-7779,mobile,US Cellular
PH061819,630-555-4941,home,AT&T
PH061820,630-555-7756,mobile,Sprint
PH061821,815-555-9091,mobile,T-Mobile
PH061822,217-555-1495,mobile,T-Mobile
PH061823,773-555-1702,work,Sprint
PH061824,815-555-7361,mobile,Verizon
PH061825,217-555-8783,mobile,US Cellular
PH061826,312-555-7538,mobile,Verizon
PH061827,630-555-2972,mobile,Sprint
PH061828,630-555-7516,mobile,T-Mobile
PH061829,217-555-2383,mobile,Sprint
PH061830,815-555-8280,mobile,US Cellular
PH061831,773-555-3147,home,T-Mobile
PH061832,847-555-2990,home,T-Mobile
PH061833,773-555-7186,mobile,US Cellular
PH061834,773-555-8600,mobile,Verizon
PH061835,630-555-6468,mobile,T-Mobile
PH061836,815-555-9913,mobile,T-Mobile
PH061837,847-555-3875,mobile,Sprint
PH061838,815-555-4706,home,AT&T
PH061839,630-555-2864,work,Sprint
PH061840,773-555-5180,mobile,AT&T
PH061841,217-555-8307,mobile,US Cellular
PH061842,217-555-7456,mobile,T-Mobile
PH061843,847-555-9892,home,AT&T
PH061844,847-555-6076,mobile,US Cellular
PH061845,773-555-8201,mobile,T-Mobile
PH061846,773-555-8577,mobile,AT&T
PH061847,815-555-6088,work,T-Mobile
PH061848,630-555-8834,home,Verizon
PH061849,630-555-2736,mobile,Sprint
PH061850,847-555-9610,mobile,T-Mobile
PH061851,815-555-7936,home,US Cellular
PH061852,773-555-5264,mobile,Sprint
PH061853,309-555-1868,home,US Cellular
PH061854,312-555-7278,mobile,AT&T
PH061855,309-555-9980,work,AT&T
PH061856,847-555-9743,home,Verizon
PH061857,309-555-7873,home,Sprint
PH061858,309-555-7203,mobile,Sprint
PH061859,630-555-4094,mobile,AT&T
PH061860,217-555-6781,home,T-Mobile
PH061861,217-555-2206,mobile,US Cellular
PH061862,312-555-4344,mobile,AT&T
PH061863,312-555-3114,home,AT&T
PH061864,312-555-7826,mobile,AT&T
PH061865,773-555-1518,work,US Cellular
PH061866,309-555-6985,work,T-Mobile
PH061867,815-555-6216,mobile,T-Mobile
PH061868,309-555-8864,mobile,Verizon
PH061869,815-555-5896,work,Verizon
PH061870,312-555-1579,mobile,Verizon
PH061871,773-555-6059,mobile,AT&T
PH061872,815-555-1018,mobile,US Cellular
PH061873,630-555-2167,mobile,US Cellular
PH061874,815-555-8609,mobile,AT&T
PH061875,815-555-6462,mobile,Verizon
PH061876,773-555-4982,mobile,Verizon
PH061877,815-555-3899,mobile,T-Mobile
PH061878,847-555-8657,mobile,T-Mobile
PH061879,312-555-6878,work,US Cellular
PH061880,630-555-7863,home,US Cellular
PH061881,217-555-4253,home,T-Mobile
PH061882,630-555-3828,work,Sprint
PH061883,847-555-5929,mobile,Verizon
PH061884,630-555-2269,mobile,Sprint
PH061885,847-555-5946,mobile,Sprint
PH061886,815-555-7925,work,Sprint
PH061887,630-555-5885,mobile,US Cellular
PH061888,815-555-4178,mobile,US Cellular
PH061889,630-555-1298,mobile,AT&T
PH061890,815-555-2051,home,T-Mobile
PH061891,312-555-4343,work,Sprint
PH061892,773-555-4912,work,AT&T
PH061893,847-555-9159,home,Sprint
PH061894,630-555-7894,mobile,AT&T
PH061895,309-555-7478,mobile,US Cellular
PH061896,630-555-6246,home,AT&T
PH061897,773-555-5207,work,Sprint
PH061898,217-555-1874,mobile,Verizon
PH061899,217-555-2208,mobile,AT&T
PH061900,815-555-4235,mobile,Sprint
PH061901,847-555-7232,mobile,AT&T
PH061902,630-555-9795,home,Sprint
PH061903,217-555-3024,home,AT&T
PH061904,217-555-5594,mobile,US Cellular
PH061905,217-555-4052,mobile,T-Mobile
PH061906,309-555-6000,home,AT&T
PH061907,773-555-8730,mobile,T-Mobile
PH061908,847-555-9643,mobile,AT&T
PH061909,815-555-5507,mobile,US Cellular
PH061910,815-555-5737,work,AT&T
PH061911,217-555-9126,mobile,US Cellular
PH061912,309-555-4693,work,AT&T
PH061913,312-555-3812,mobile,Verizon
PH061914,815-555-6047,mobile,US Cellular
PH061915,312-555-2110,home,T-Mobile
PH061916,217-555-4524,mobile,Sprint
PH061917,217-555-1176,home,T-Mobile
PH061918,312-555-4562,home,AT&T
PH061919,847-555-3061,mobile,Sprint
PH061920,815-555-4199,mobile,AT&T
PH061921,309-555-1753,mobile,AT&T
PH061922,773-555-3447,mobile,US Cellular
PH061923,815-555-4539,mobile,AT&T
PH061924,630-555-7819,mobile,US Cellular
PH061925,773-555-4378,mobile,AT&T
PH061926,847-555-4453,mobile,T-Mobile
PH061927,217-555-8297,mobile,T-Mobile
PH061928,217-555-8497,mobile,Sprint
PH061929,773-555-2781,mobile,AT&T
PH061930,312-555-5388,mobile,Sprint
PH061931,309-555-1952,mobile,T-Mobile
PH061932,217-555-2716,mobile,Sprint
PH061933,217-555-1678,home,AT&T
PH061934,312-555-8475,mobile,Sprint
PH061935,312-555-5967,work,Sprint
PH061936,217-555-2286,mobile,US Cellular
PH061937,312-555-2064,mobile,Sprint
PH061938,815-555-7843,home,Verizon
PH061939,773-555-9350,work,Verizon
PH061940,309-555-6122,work,Sprint
PH061941,815-555-6654,home,T-Mobile
PH061942,815-555-6147,mobile,AT&T
PH061943,815-555-2705,mobile,US Cellular
PH061944,773-555-3999,mobile,US Cellular
PH061945,309-555-3235,work,Sprint
PH061946,773-555-4278,home,Verizon
PH061947,312-555-2718,mobile,T-Mobile
PH061948,312-555-4598,mobile,US Cellular
PH061949,312-555-5068,home,Verizon
PH061950,312-555-8252,mobile,US Cellular
PH061951,847-555-5310,mobile,Sprint
PH061952,815-555-5709,mobile,Verizon
PH061953,217-555-6323,mobile,Verizon
PH061954,309-555-7705,mobile,AT&T
PH061955,815-555-1599,mobile,AT&T
PH061956,847-555-6258,home,Sprint
PH061957,773-555-2111,mobile,Verizon
PH061958,309-555-8568,home,T-Mobile
PH061959,630-555-3125,home,Sprint
PH061960,815-555-8448,mobile,Sprint
PH061961,312-555-4972,mobile,T-Mobile
PH061962,630-555-4654,home,Verizon
PH061963,847-555-4416,work,AT&T
PH061964,815-555-5603,work,AT&T
PH061965,815-555-9760,work,Verizon
PH061966,217-555-9695,mobile,T-Mobile
PH061967,217-555-6509,work,Verizon
PH061968,630-555-4003,home,T-Mobile
PH061969,773-555-2357,work,Sprint
PH061970,815-555-6609,home,T-Mobile
PH061971,312-555-4179,mobile,AT&T
PH061972,773-555-3008,mobile,US Cellular
PH061973,815-555-4223,work,Sprint
PH061974,312-555-3184,mobile,US Cellular
PH061975,217-555-8370,mobile,Verizon
PH061976,309-555-6933,home,US Cellular
PH061977,312-555-6512,mobile,AT&T
PH061978,309-555-6623,home,T-Mobile
PH061979,773-555-5251,home,AT&T
PH061980,309-555-1382,mobile,US Cellular
PH061981,773-555-2006,work,AT&T
PH061982,773-555-5287,mobile,T-Mobile
PH061983,847-555-5528,home,Verizon
PH061984,309-555-5944,work,Sprint
PH061985,217-555-9577,work,US Cellular
PH061986,312-555-8082,home,Sprint
PH061987,312-555-8953,mobile,Verizon
