person1Ssn,person2Ssn,type,since
765-31-6095,436-99-4714,undisclosed,2018-07-06
429-86-8990,927-79-6027,undisclosed,2018-03-23
249-55-6770,413-60-3107,undisclosed,2022-12-30
811-40-2771,966-51-5953,undisclosed,2021-11-26
236-13-6864,675-86-4101,undisclosed,2020-03-24
549-71-6719,773-72-4756,undisclosed,2018-07-21
602-27-3608,391-22-2914,undisclosed,2018-05-24
717-25-2528,153-81-3629,undisclosed,2022-03-22
681-78-6111,445-74-4737,undisclosed,2020-10-17
108-43-4913,328-22-9750,undisclosed,2019-04-14
600-19-6763,690-38-3150,undisclosed,2021-03-27
181-41-5277,772-52-5270,undisclosed,2022-11-18
174-79-3754,651-73-3486,undisclosed,2018-01-14
228-21-8624,337-36-4467,undisclosed,2022-11-27
118-68-2432,223-69-5582,undisclosed,2019-04-11
628-49-7651,580-47-5518,undisclosed,2020-10-04
179-55-8646,199-82-9602,undisclosed,2019-12-20
933-69-9324,526-25-1263,undisclosed,2021-10-30
256-65-7258,363-63-7684,undisclosed,2021-05-11
829-56-4889,660-38-1067,undisclosed,2022-11-28
426-20-3658,203-94-9611,undisclosed,2021-05-01
456-84-1562,916-15-2221,undisclosed,2018-07-01
252-16-9225,556-60-4040,undisclosed,2018-08-24
232-94-3795,308-71-9423,undisclosed,2019-01-09
125-11-9545,592-98-1993,undisclosed,2020-03-11
819-88-6454,504-85-1857,undisclosed,2019-12-20
620-70-3939,399-62-3166,undisclosed,2020-02-27
334-52-5198,354-45-6635,undisclosed,2021-04-12
644-15-2428,406-41-3742,undisclosed,2018-11-14
661-94-9624,128-46-9616,undisclosed,2021-06-17
866-26-3386,597-65-7881,undisclosed,2021-06-01
972-96-5404,392-87-8263,undisclosed,2021-04-29
917-90-5154,607-91-3563,undisclosed,2020-01-10
524-21-5331,859-83-7044,undisclosed,2022-07-23
583-22-6229,505-98-5081,undisclosed,2020-12-26
274-30-6921,521-80-1926,undisclosed,2020-05-20
431-27-6030,511-80-6592,undisclosed,2019-10-19
763-22-5795,742-85-8891,undisclosed,2020-05-23
814-76-1732,955-84-2204,undisclosed,2022-06-13
596-52-1590,983-84-5340,undisclosed,2020-01-04
498-45-4409,321-43-1346,undisclosed,2018-08-22
829-66-3731,578-81-7407,undisclosed,2022-09-27
394-65-8120,642-65-7711,undisclosed,2021-07-26
425-72-6178,330-52-2145,undisclosed,2021-01-17
903-62-3127,635-21-7479,undisclosed,2021-11-19
225-96-7289,712-29-5118,undisclosed,2022-12-25
505-60-1905,329-56-2104,undisclosed,2020-12-22
601-63-6943,137-27-5382,undisclosed,2019-02-07
999-43-2794,999-79-3752,undisclosed,2019-04-30
775-98-2642,153-48-5872,undisclosed,2018-01-08
230-80-9420,963-48-1599,undisclosed,2022-01-14
403-60-2900,474-43-4877,undisclosed,2020-03-31
234-34-5585,838-71-9877,undisclosed,2018-12-28
919-83-6292,593-55-9483,undisclosed,2020-09-22
909-76-7144,904-13-8774,undisclosed,2019-01-07
424-88-8478,879-37-6656,undisclosed,2020-09-19
448-75-2675,259-31-4720,undisclosed,2022-05-21
380-84-3332,843-42-4409,undisclosed,2018-06-19
404-37-3041,144-29-6863,undisclosed,2021-05-26
783-38-9828,907-80-6791,undisclosed,2020-11-29
249-85-1284,367-66-3500,undisclosed,2019-06-11
505-57-1574,587-10-9713,undisclosed,2018-01-24
504-31-8761,984-35-9568,undisclosed,2020-02-23
176-38-8458,409-71-8327,undisclosed,2022-06-16
612-64-6704,410-31-1322,undisclosed,2022-05-15
683-37-1161,374-12-7727,undisclosed,2019-04-23
428-51-5909,693-22-7295,undisclosed,2018-01-07
420-92-3226,716-59-4617,undisclosed,2018-04-23
503-77-3375,266-10-4619,undisclosed,2021-11-25
698-73-2557,185-35-2270,undisclosed,2021-06-29
364-94-9971,275-29-8810,undisclosed,2020-08-01
726-58-9121,837-29-5132,undisclosed,2021-09-13
800-97-2937,971-27-3489,undisclosed,2022-05-14
927-65-5217,457-29-5985,undisclosed,2018-04-12
537-71-8193,539-78-4512,undisclosed,2022-10-14
355-32-6839,250-44-5456,undisclosed,2019-08-22
590-12-6025,367-87-7123,undisclosed,2022-09-11
328-88-7086,329-34-9261,undisclosed,2019-02-24
578-88-3889,582-81-3139,undisclosed,2022-01-17
841-14-8741,335-96-8538,undisclosed,2022-11-06
676-57-3145,769-25-6844,undisclosed,2018-10-12
543-44-7080,148-55-4734,undisclosed,2018-08-25
974-69-8702,516-62-7704,undisclosed,2018-07-28
695-81-6681,408-57-7777,undisclosed,2020-06-09
802-45-6716,350-62-4006,undisclosed,2022-10-07
289-58-6652,446-11-9255,undisclosed,2022-05-05
911-21-2155,112-93-1387,undisclosed,2019-01-28
886-22-1088,676-68-1630,undisclosed,2018-04-15
476-52-1132,386-54-4799,undisclosed,2020-07-02
441-59-9379,331-39-9766,undisclosed,2018-12-07
497-23-1686,435-26-7355,undisclosed,2020-03-05
440-87-4252,437-23-2155,undisclosed,2020-12-04
776-62-3139,333-51-3072,undisclosed,2022-01-02
260-63-4326,602-15-1164,undisclosed,2022-06-20
784-81-3683,649-75-3180,undisclosed,2022-03-09
931-78-6056,576-58-1474,undisclosed,2019-12-14
346-81-8224,196-27-9704,undisclosed,2020-03-07
665-85-6452,753-53-2973,undisclosed,2022-11-06
534-16-9961,578-25-4358,undisclosed,2018-12-24
575-56-4439,914-17-6431,undisclosed,2022-02-12
858-76-7176,942-25-3557,undisclosed,2020-05-08
372-68-3151,847-95-2982,undisclosed,2018-03-25
458-69-4606,837-28-5419,undisclosed,2020-04-08
265-88-1953,360-43-3472,undisclosed,2021-09-04
676-51-4919,441-46-5874,undisclosed,2019-10-24
412-55-7976,262-31-8770,undisclosed,2020-02-16
286-53-7922,884-60-1222,undisclosed,2022-05-19
275-99-8900,504-35-5755,undisclosed,2021-07-13
884-11-3845,373-31-1781,undisclosed,2019-10-24
563-36-4703,511-34-3959,undisclosed,2022-10-16
385-40-9345,317-23-7455,undisclosed,2020-10-04
326-97-7494,530-33-1315,undisclosed,2018-02-09
708-96-7310,407-51-3337,undisclosed,2021-12-07
575-52-7129,828-84-8116,undisclosed,2018-08-12
191-16-6659,228-45-4295,undisclosed,2018-07-30
247-63-2010,583-97-2207,undisclosed,2022-06-22
259-28-4546,896-18-4562,undisclosed,2021-07-23
418-39-9573,722-39-1264,undisclosed,2022-11-09
758-71-6874,445-24-3591,undisclosed,2020-02-02
679-82-5227,654-70-1458,undisclosed,2020-06-20
597-38-7571,363-90-7717,undisclosed,2018-10-27
904-82-4252,983-49-9262,undisclosed,2019-07-16
425-30-2514,265-60-5285,undisclosed,2018-03-07
947-22-7778,976-46-3964,undisclosed,2022-10-28
943-38-6042,875-74-5909,undisclosed,2020-11-05
975-22-4245,652-58-6300,undisclosed,2022-11-21
310-96-4292,667-75-8383,undisclosed,2018-03-10
645-64-4512,226-63-2576,undisclosed,2022-02-23
728-86-9096,380-20-3186,undisclosed,2020-09-06
816-70-7445,183-23-8659,undisclosed,2018-07-26
642-38-8007,714-28-9406,undisclosed,2019-07-01
157-62-1648,246-59-6168,undisclosed,2021-10-06
117-78-2320,988-28-1521,undisclosed,2019-04-30
154-39-8574,338-21-1611,undisclosed,2022-06-04
569-57-2753,391-77-2009,undisclosed,2020-06-18
704-77-6697,525-17-2681,undisclosed,2022-05-13
713-93-3160,226-54-7808,undisclosed,2021-05-05
159-36-4713,915-11-9254,undisclosed,2018-05-27
650-56-8126,222-94-9458,undisclosed,2019-12-12
484-16-8780,649-94-6909,undisclosed,2022-04-30
509-89-3209,869-21-5545,undisclosed,2018-08-12
771-96-6429,164-22-7451,undisclosed,2019-05-08
976-11-2141,993-71-3881,undisclosed,2022-02-13
476-63-3618,481-88-2345,undisclosed,2019-11-14
510-18-5864,670-29-4595,undisclosed,2020-12-11
578-34-1880,367-20-4149,undisclosed,2021-08-20
252-25-8377,673-66-9188,undisclosed,2020-08-05
921-19-7977,827-10-4869,undisclosed,2019-06-21
916-42-6306,980-43-2581,undisclosed,2019-08-17
958-31-7126,891-61-3866,undisclosed,2022-08-12
808-19-1335,918-77-9438,undisclosed,2022-08-18
854-10-6421,734-95-9210,undisclosed,2020-08-24
758-56-4668,765-26-5451,undisclosed,2022-10-26
639-34-7576,737-13-3999,undisclosed,2020-04-29
614-18-7183,350-41-7471,undisclosed,2021-07-25
737-59-7201,110-29-9260,undisclosed,2021-03-14
248-14-6498,801-98-3698,undisclosed,2021-02-17
105-65-7016,556-65-5234,undisclosed,2020-09-27
600-81-2036,725-47-2886,undisclosed,2021-09-24
840-36-4072,924-58-7849,undisclosed,2019-11-26
373-89-8242,711-61-4823,undisclosed,2019-05-07
256-88-6269,444-38-1073,undisclosed,2022-10-03
216-44-8986,919-38-7949,undisclosed,2020-10-17
696-13-5637,858-98-9942,undisclosed,2022-11-26
982-76-2603,386-84-1372,undisclosed,2020-02-17
163-45-1838,793-18-6882,undisclosed,2020-09-14
561-64-7429,841-30-8815,undisclosed,2018-08-13
442-51-9864,271-62-8879,undisclosed,2019-07-28
266-74-1354,168-25-4510,undisclosed,2021-12-28
877-12-7611,445-94-1135,undisclosed,2021-04-12
426-30-6684,541-30-5970,undisclosed,2019-11-12
769-19-1073,248-15-8465,undisclosed,2019-09-21
932-33-9369,322-83-4967,undisclosed,2021-02-27
408-28-2693,282-35-6871,undisclosed,2022-04-25
155-41-4992,549-99-9446,undisclosed,2018-09-15
323-21-5189,909-83-1068,undisclosed,2022-07-03
325-17-1177,781-33-5615,undisclosed,2018-11-05
522-25-5222,893-41-8748,undisclosed,2018-09-25
360-48-9954,323-98-6664,undisclosed,2020-08-09
568-84-2416,525-54-3368,undisclosed,2020-12-24
383-29-4259,119-86-3895,undisclosed,2021-03-02
213-78-1917,685-21-7458,undisclosed,2018-04-20
335-86-4751,380-66-8063,undisclosed,2019-06-08
838-15-4452,253-14-5770,undisclosed,2020-08-11
153-88-2324,330-47-6263,undisclosed,2022-11-24
247-55-2672,648-25-2200,undisclosed,2022-02-22
786-41-1699,682-23-2399,undisclosed,2022-07-22
188-57-7489,783-49-3417,undisclosed,2021-05-04
124-75-1418,474-37-4752,undisclosed,2020-06-23
150-75-8969,962-71-8008,undisclosed,2021-10-23
142-88-6340,519-24-7122,undisclosed,2022-06-25
391-47-2609,290-51-4982,undisclosed,2018-12-01
741-28-3157,716-99-4668,undisclosed,2020-07-15
630-66-9420,265-93-4281,undisclosed,2021-11-20
723-77-1356,850-36-7892,undisclosed,2020-06-20
461-53-3779,879-11-2893,undisclosed,2020-07-18
942-50-6010,826-83-7155,undisclosed,2019-11-05
462-95-7277,521-31-4082,undisclosed,2020-12-12
331-32-8286,260-76-9928,undisclosed,2021-01-18
272-24-6686,122-22-9705,undisclosed,2021-06-15
689-54-3812,350-30-6084,undisclosed,2021-07-05
556-72-8799,883-81-6479,undisclosed,2022-12-30
739-11-6450,739-96-6069,undisclosed,2022-02-08
428-34-8344,632-43-6468,undisclosed,2018-08-31
541-47-1820,505-10-5621,undisclosed,2018-09-11
766-21-8813,824-93-2130,undisclosed,2018-10-01
126-92-5029,633-19-6753,undisclosed,2022-10-21
784-42-8589,390-21-7231,undisclosed,2022-12-12
283-22-2968,643-60-9596,undisclosed,2018-07-08
789-97-6630,913-98-4873,undisclosed,2022-03-18
728-92-9605,999-98-2786,undisclosed,2022-08-13
186-25-9696,603-74-6161,undisclosed,2019-09-27
808-24-1106,726-88-8527,undisclosed,2018-10-21
348-16-6917,667-50-8034,undisclosed,2020-10-14
829-73-3478,375-23-5860,undisclosed,2022-04-22
771-29-6634,957-43-7584,undisclosed,2020-10-22
872-16-4036,373-21-4097,undisclosed,2018-01-18
189-77-6984,432-11-6719,undisclosed,2020-03-18
678-98-9802,677-65-5355,undisclosed,2021-07-29
103-67-7334,951-18-3755,undisclosed,2021-07-12
737-31-7304,771-41-4073,undisclosed,2021-06-02
888-87-7262,447-57-7189,undisclosed,2020-01-22
587-80-1296,335-65-6320,undisclosed,2022-07-20
706-12-6688,299-49-6465,undisclosed,2020-01-13
437-46-3778,466-95-7015,undisclosed,2022-04-02
137-54-9378,741-90-5640,undisclosed,2018-03-31
908-66-6511,122-70-4012,undisclosed,2018-05-06
518-41-7980,650-92-2812,undisclosed,2018-07-17
914-75-5825,922-90-1235,undisclosed,2021-05-16
873-92-6968,884-21-6955,undisclosed,2019-07-14
161-72-9508,758-62-4608,undisclosed,2020-07-02
444-84-6019,914-46-6914,undisclosed,2018-10-08
475-93-8055,579-21-1935,undisclosed,2020-08-10
528-60-4807,637-48-5481,undisclosed,2018-03-09
933-95-9293,715-84-3140,undisclosed,2020-09-23
586-41-7662,417-14-8341,undisclosed,2018-11-13
483-40-7200,873-47-5299,undisclosed,2019-06-23
542-29-5715,679-77-5909,undisclosed,2020-04-20
773-98-2815,162-54-8664,undisclosed,2022-06-24
614-10-9263,710-48-3510,undisclosed,2018-02-14
514-98-9851,965-21-4465,undisclosed,2022-10-24
183-82-3882,977-40-3545,undisclosed,2021-03-17
952-28-5208,764-59-9148,undisclosed,2022-05-17
920-56-6376,228-19-2348,undisclosed,2018-11-24
332-68-3876,665-81-8672,undisclosed,2019-01-13
752-21-6448,183-38-3737,undisclosed,2022-06-01
497-98-7295,565-97-8117,undisclosed,2022-08-28
427-20-1272,399-62-9705,undisclosed,2020-09-19
797-87-7800,641-39-8638,undisclosed,2018-12-14
916-62-9755,424-14-7599,undisclosed,2021-03-05
815-81-9911,880-96-4436,undisclosed,2018-03-24
619-85-5127,241-19-7976,undisclosed,2018-06-14
110-12-4020,394-70-5090,undisclosed,2022-12-28
514-20-1924,627-19-8771,undisclosed,2020-07-09
870-56-9131,493-99-8535,undisclosed,2020-03-12
897-88-3466,653-54-8607,undisclosed,2019-11-10
474-90-7354,793-30-3661,undisclosed,2021-05-18
738-57-2459,241-71-6599,undisclosed,2021-03-12
439-32-8534,935-21-5374,undisclosed,2022-12-17
809-29-7468,650-93-8554,undisclosed,2022-05-31
691-33-3429,829-22-5185,undisclosed,2021-05-12
557-73-5163,719-10-9709,undisclosed,2021-10-24
145-51-8908,973-13-1818,undisclosed,2018-05-12
696-98-8360,645-15-1335,undisclosed,2018-04-16
701-62-7590,560-15-6011,undisclosed,2018-06-12
910-97-1165,253-69-2916,undisclosed,2021-03-18
884-58-4597,313-61-8962,undisclosed,2018-11-20
904-51-5620,970-38-5569,undisclosed,2020-05-09
337-61-7831,261-20-3177,undisclosed,2021-09-26
996-59-7014,613-14-7491,undisclosed,2022-08-02
771-60-1829,919-62-2102,undisclosed,2019-01-01
461-53-7294,788-28-4891,undisclosed,2019-03-23
372-29-4083,581-63-1485,undisclosed,2020-10-26
753-27-2298,265-71-3262,undisclosed,2018-07-27
999-11-7660,986-60-6273,undisclosed,2022-04-07
259-96-5958,629-44-5425,undisclosed,2021-12-10
213-12-4273,822-21-6811,undisclosed,2019-09-18
884-65-3943,823-67-1861,undisclosed,2019-09-07
780-79-8126,959-24-8911,undisclosed,2018-08-12
402-24-1794,810-43-6261,undisclosed,2021-10-03
676-92-3679,908-16-7179,undisclosed,2022-11-20
825-28-8984,496-91-3259,undisclosed,2021-12-06
643-57-3936,740-68-9907,undisclosed,2021-10-04
193-51-5804,171-33-7292,undisclosed,2019-04-24
237-27-7290,815-34-8859,undisclosed,2019-01-20
451-27-8325,242-96-5630,undisclosed,2022-02-25
389-36-1743,992-56-2208,undisclosed,2018-05-29
615-46-6154,624-26-6384,undisclosed,2021-03-23
605-92-1674,623-48-8376,undisclosed,2018-04-25
824-93-7961,717-78-2382,undisclosed,2018-03-08
759-36-3736,554-69-4134,undisclosed,2020-07-13
758-89-6306,951-88-7446,undisclosed,2021-04-19
397-71-3875,411-42-2799,undisclosed,2018-12-17
450-11-6887,905-64-9554,undisclosed,2019-01-25
915-32-8131,307-46-9275,undisclosed,2020-01-26
703-78-8794,640-90-6667,undisclosed,2019-08-25
282-45-3005,961-14-6083,undisclosed,2020-10-03
861-58-2132,180-37-6815,undisclosed,2019-04-02
236-32-6082,494-53-2668,undisclosed,2021-04-29
220-20-4104,630-59-6795,undisclosed,2022-05-01
173-28-5433,433-68-2109,undisclosed,2021-06-28
358-77-6053,411-91-9697,undisclosed,2020-09-24
148-97-1447,350-39-4374,undisclosed,2019-08-28
738-94-1819,711-22-7743,undisclosed,2022-03-26
824-28-5915,967-92-7114,undisclosed,2019-09-18
997-98-6784,557-38-7811,undisclosed,2018-10-29
530-27-1731,478-43-5594,undisclosed,2020-01-10
257-95-6410,739-34-1995,undisclosed,2021-07-12
472-38-4904,330-87-3805,undisclosed,2022-12-12
760-10-4155,193-42-5886,undisclosed,2022-07-20
184-35-4284,129-85-7033,undisclosed,2018-12-08
998-27-9636,929-46-5726,undisclosed,2021-07-29
978-87-9937,303-95-6165,undisclosed,2022-01-30
972-86-9998,306-78-5758,undisclosed,2018-05-10
253-52-2023,363-99-9664,undisclosed,2022-04-21
958-85-8400,608-38-4909,undisclosed,2019-07-22
640-54-8179,277-52-7469,undisclosed,2019-03-13
753-39-2717,101-59-6670,undisclosed,2019-05-13
364-49-2615,863-60-6389,undisclosed,2019-08-10
139-85-4270,559-84-9816,undisclosed,2021-04-16
291-46-9413,887-62-4478,undisclosed,2018-06-04
326-52-7431,425-31-5879,undisclosed,2019-03-19
690-29-5392,721-78-3273,undisclosed,2020-12-23
782-99-9442,670-73-8544,undisclosed,2020-12-31
874-51-9793,788-78-8080,undisclosed,2021-07-03
282-78-2798,943-34-9061,undisclosed,2020-04-12
888-55-8585,209-82-8083,undisclosed,2020-11-18
667-27-1454,126-25-8297,undisclosed,2019-01-31
274-55-8667,661-81-3891,undisclosed,2021-08-13
217-74-2474,190-34-5992,undisclosed,2019-06-13
843-42-1787,188-64-1570,undisclosed,2020-10-17
630-20-2307,577-11-6874,undisclosed,2020-11-14
775-55-8367,297-29-9461,undisclosed,2018-05-05
231-47-1187,549-73-9464,undisclosed,2022-07-03
885-13-2316,142-22-5510,undisclosed,2019-08-25
316-58-3762,868-41-7633,undisclosed,2018-06-05
484-15-5596,992-94-3364,undisclosed,2018-07-13
712-40-2386,864-73-6173,undisclosed,2021-09-15
885-37-6472,609-58-3595,undisclosed,2019-01-16
447-44-2365,887-57-5813,undisclosed,2021-04-08
727-97-4268,868-37-2164,undisclosed,2020-03-16
144-11-4982,562-39-9865,undisclosed,2018-06-08
768-90-5174,154-42-6829,undisclosed,2021-09-02
479-77-7800,553-87-7013,undisclosed,2018-02-24
515-37-4832,170-56-4513,undisclosed,2019-03-27
602-39-2101,227-18-3121,undisclosed,2021-04-19
941-95-4523,993-71-7892,undisclosed,2019-06-01
982-62-2821,469-90-3127,undisclosed,2019-08-25
205-17-6943,591-97-5747,undisclosed,2020-02-28
260-80-7856,944-62-1389,undisclosed,2022-02-04
772-11-2167,576-59-6412,undisclosed,2021-06-01
602-15-5763,621-38-7698,undisclosed,2022-03-25
447-45-7904,203-54-2986,undisclosed,2021-04-02
939-86-3748,887-18-4460,undisclosed,2022-12-13
703-30-8354,796-45-8422,undisclosed,2020-12-09
746-67-2482,896-84-4963,undisclosed,2021-07-24
227-73-3613,732-62-4102,undisclosed,2021-09-12
267-91-5095,334-69-9854,undisclosed,2022-07-31
179-90-9537,495-93-8340,undisclosed,2021-04-21
836-31-6018,772-20-3398,undisclosed,2018-05-02
336-43-2291,529-10-6636,undisclosed,2021-01-04
306-13-5639,978-51-1597,undisclosed,2020-11-26
901-53-3922,549-29-2772,undisclosed,2021-08-28
375-64-9734,562-66-9131,undisclosed,2020-10-05
548-82-3341,786-87-2369,undisclosed,2020-10-20
379-56-5614,758-33-8579,undisclosed,2020-01-06
736-20-9584,957-39-5109,undisclosed,2019-04-09
684-47-6526,825-65-3117,undisclosed,2022-07-14
446-17-4238,702-19-4826,undisclosed,2022-09-11
395-68-1273,645-51-6153,undisclosed,2021-08-20
233-16-1383,747-99-9213,undisclosed,2020-02-10
413-25-6674,279-31-1612,undisclosed,2021-01-08
621-55-9494,643-61-5628,undisclosed,2021-06-29
236-42-1101,402-56-5772,undisclosed,2018-06-21
331-73-3812,756-65-2811,undisclosed,2018-12-21
692-96-1205,617-57-6276,undisclosed,2022-07-23
477-13-7834,173-22-4410,undisclosed,2018-03-03
557-88-5972,591-98-5975,undisclosed,2022-11-06
147-47-2490,115-43-2561,undisclosed,2021-12-30
637-94-2784,525-10-9306,undisclosed,2020-11-16
903-35-1970,208-51-3870,undisclosed,2020-08-23
546-60-3732,393-92-4833,undisclosed,2022-07-20
225-97-8983,404-31-1158,undisclosed,2019-06-06
986-16-2806,388-32-9986,undisclosed,2019-06-19
253-38-2056,339-31-8651,undisclosed,2020-06-15
792-56-3555,660-42-5417,undisclosed,2022-12-17
374-61-5052,233-92-1041,undisclosed,2021-01-25
870-47-2176,584-21-5592,undisclosed,2022-01-08
370-46-7748,487-45-2970,undisclosed,2021-08-08
248-56-2799,655-35-4148,undisclosed,2020-03-23
353-89-2356,111-71-1889,undisclosed,2021-07-08
887-28-3344,481-16-2513,undisclosed,2020-04-20
947-54-3719,520-14-6413,undisclosed,2019-08-15
728-20-7117,190-32-5824,undisclosed,2020-12-08
661-57-6447,480-88-4392,undisclosed,2019-09-25
763-98-8612,653-36-3993,undisclosed,2021-05-17
329-81-3957,488-12-9796,undisclosed,2018-12-08
310-25-6497,985-23-3612,undisclosed,2021-01-15
526-53-2738,683-12-9970,undisclosed,2021-07-25
418-18-9122,483-91-6015,undisclosed,2018-05-24
931-24-7772,109-17-9457,undisclosed,2022-11-27
935-19-4920,961-70-9705,undisclosed,2019-12-08
645-84-8466,821-75-5423,undisclosed,2020-12-22
516-63-9915,352-80-8225,undisclosed,2018-12-07
543-65-9407,771-82-8104,undisclosed,2019-10-01
589-64-1569,531-38-3542,undisclosed,2020-10-02
220-63-3263,376-41-7852,undisclosed,2019-06-28
102-42-3567,845-52-7603,undisclosed,2020-11-08
616-87-8783,939-62-8058,undisclosed,2019-02-18
346-20-8617,919-19-8597,undisclosed,2018-05-24
759-85-1449,408-15-8724,undisclosed,2022-04-15
579-91-7730,585-30-8289,undisclosed,2019-05-25
903-93-4577,709-15-4192,undisclosed,2019-07-25
423-23-6402,961-86-7385,undisclosed,2022-02-25
956-67-8514,478-69-1641,undisclosed,2022-08-22
675-70-7551,318-31-7795,undisclosed,2018-03-25
148-58-6388,826-50-7327,undisclosed,2021-03-04
480-87-3933,932-35-9712,undisclosed,2018-12-13
401-43-8453,481-37-2379,undisclosed,2022-08-26
101-42-9411,757-72-7375,undisclosed,2019-10-04
607-33-1928,522-91-6660,undisclosed,2021-06-20
642-53-1078,897-57-8491,undisclosed,2022-01-10
326-54-8249,205-13-6173,undisclosed,2020-03-15
505-68-2162,920-75-6505,undisclosed,2019-01-14
329-33-8983,744-36-9559,undisclosed,2022-08-19
139-93-3494,963-43-7259,undisclosed,2020-04-22
461-71-6075,248-97-7849,undisclosed,2020-08-28
452-38-6024,586-74-5748,undisclosed,2020-06-12
995-13-7185,392-39-4091,undisclosed,2022-12-18
444-97-3559,144-23-3851,undisclosed,2021-05-02
514-97-5603,310-66-4174,undisclosed,2021-02-18
924-73-8826,187-25-7270,undisclosed,2019-10-01
714-55-2769,662-42-6504,undisclosed,2022-02-28
433-67-2947,372-56-2264,undisclosed,2018-08-09
915-20-2899,247-75-5705,undisclosed,2021-01-10
696-86-2700,719-95-6756,undisclosed,2018-03-29
916-42-6717,975-78-8611,undisclosed,2018-11-10
209-62-4024,656-81-1594,undisclosed,2022-07-09
824-24-6255,883-12-2899,undisclosed,2022-04-18
149-40-5169,492-75-8843,undisclosed,2019-02-24
191-55-6845,796-34-9337,undisclosed,2020-08-24
494-13-9643,933-14-7159,undisclosed,2018-05-19
607-54-6639,510-50-1259,undisclosed,2019-02-08
179-12-8569,822-83-1528,undisclosed,2020-06-01
226-34-4091,264-80-7414,undisclosed,2021-05-29
168-78-4696,847-27-3192,undisclosed,2020-03-22
142-38-8331,761-84-7793,undisclosed,2021-11-09
562-13-8425,433-35-3862,undisclosed,2019-12-23
124-95-9915,993-61-9138,undisclosed,2021-10-26
818-64-7361,189-50-6210,undisclosed,2020-06-08
334-77-4474,801-34-1876,undisclosed,2021-03-08
684-65-7707,397-96-6863,undisclosed,2021-03-13
602-10-3493,177-50-1556,undisclosed,2021-02-01
240-13-8544,787-35-8980,undisclosed,2022-10-08
675-13-7429,947-14-2357,undisclosed,2021-08-10
768-12-4106,687-13-9002,undisclosed,2021-02-17
313-75-3241,853-82-5859,undisclosed,2021-03-27
807-13-5784,891-71-3161,undisclosed,2019-12-16
347-74-1937,257-38-6049,undisclosed,2019-07-20
409-42-8907,991-37-6407,undisclosed,2018-12-07
617-52-3548,968-47-3171,undisclosed,2019-04-07
947-99-5453,895-50-9679,undisclosed,2018-03-31
190-80-2343,727-93-2285,undisclosed,2021-11-19
669-67-5472,827-91-5401,undisclosed,2018-10-28
900-39-3675,129-67-5999,undisclosed,2022-10-06
941-16-1753,763-29-8007,undisclosed,2021-09-22
194-16-7998,120-26-4248,undisclosed,2021-07-18
512-48-1049,472-58-1424,undisclosed,2022-07-04
171-51-9790,947-19-3762,undisclosed,2021-02-10
158-23-7561,100-80-3334,undisclosed,2022-05-24
877-61-3759,590-40-3203,undisclosed,2018-10-03
790-89-9201,467-34-7627,undisclosed,2021-03-05
333-38-4706,756-38-6495,undisclosed,2021-10-15
599-50-7837,878-13-5627,undisclosed,2022-09-15
156-32-1604,316-58-3438,undisclosed,2019-04-20
708-87-1958,896-55-9469,undisclosed,2019-01-02
361-65-6230,262-49-9829,undisclosed,2020-05-20
984-75-7224,518-46-4613,undisclosed,2022-02-09
627-62-3600,915-64-3980,undisclosed,2019-10-11
232-53-1758,354-75-7208,undisclosed,2020-03-22
668-81-6944,994-38-6655,undisclosed,2022-01-18
815-54-4158,239-46-5337,undisclosed,2019-12-12
849-30-1947,126-78-1886,undisclosed,2020-08-11
956-40-1188,987-20-2353,undisclosed,2021-03-20
124-62-7978,909-57-2453,undisclosed,2021-05-05
536-40-6104,116-27-6464,undisclosed,2021-04-27
175-41-2608,318-68-1054,undisclosed,2020-04-20
488-70-5538,414-73-8093,undisclosed,2022-09-27
165-53-2356,913-13-1120,undisclosed,2018-11-25
280-11-7694,682-71-3171,undisclosed,2022-09-21
680-68-3819,788-63-2153,undisclosed,2019-06-28
806-10-5625,184-50-8409,undisclosed,2022-03-29
555-60-6893,929-98-3044,undisclosed,2020-05-25
578-37-7683,305-64-2198,undisclosed,2019-09-18
399-58-6319,195-57-9479,undisclosed,2022-09-06
150-74-6387,954-64-8919,undisclosed,2022-07-08
860-62-9150,767-77-3808,undisclosed,2020-11-18
346-16-4355,503-56-6449,undisclosed,2022-11-07
876-46-9350,747-51-7173,undisclosed,2022-04-17
610-19-2745,108-65-4358,undisclosed,2020-12-08
461-47-6700,747-57-3152,undisclosed,2022-08-08
742-61-3636,512-62-1396,undisclosed,2021-04-05
279-24-6303,939-28-5740,undisclosed,2019-10-08
504-50-6933,155-58-9661,undisclosed,2019-04-05
797-21-1855,848-43-7866,undisclosed,2021-05-18
315-64-3674,569-74-7868,undisclosed,2019-05-03
279-80-6141,699-35-8078,undisclosed,2022-01-02
959-24-2689,389-18-1770,undisclosed,2022-06-02
855-69-2653,493-99-8093,undisclosed,2019-11-06
603-58-5749,358-72-7300,undisclosed,2018-09-10
864-79-8567,670-94-7952,undisclosed,2019-03-25
234-48-2917,249-67-8561,undisclosed,2022-04-06
972-48-3398,685-20-4835,undisclosed,2021-10-01
650-71-1648,237-57-4041,undisclosed,2021-07-04
133-70-2998,902-19-3383,undisclosed,2018-01-17
474-30-7291,428-15-6403,undisclosed,2018-07-29
679-90-5471,511-99-7220,undisclosed,2019-10-31
